Day,Month,Year,HRUID,GIS_ID,HRU,Area(km2),lateral_flow(m3),surface_runoff(m3),ET(m3)
31,7,1994,8,8,hru08           ,615.,.00,18.7,57.9
31,7,1994,9,9,hru09           ,.143E+04,.00,43.3,135.
31,7,1994,10,10,hru10           ,3.58,.00,.111,.317
31,7,1994,11,11,hru11           ,9.78,.00,.292,.867
31,7,1994,12,12,hru12           ,2.12,.00,.652E-01,.188
31,7,1994,13,13,hru13           ,.394E+04,.00,121.,371.
31,8,1994,1,1,hru01           ,5.40,.00,.167,.284E+05
31,8,1994,2,2,hru02           ,3.43,.00,.106,.305
31,8,1994,3,3,hru03           ,968.,.00,30.0,.00
31,8,1994,4,4,hru04           ,905.,.00,28.0,.00
31,8,1994,5,5,hru05           ,.209E+04,.00,63.7,197.
31,8,1994,6,6,hru06           ,536.,.00,16.6,50.4
31,8,1994,7,7,hru07           ,619.,.00,19.2,.00
31,8,1994,8,8,hru08           ,615.,.00,18.7,57.8
31,8,1994,9,9,hru09           ,.143E+04,.00,43.3,134.
31,8,1994,10,10,hru10           ,3.58,.00,.111,.317
31,8,1994,11,11,hru11           ,9.78,.00,.292,.867
31,8,1994,12,12,hru12           ,2.12,.00,.652E-01,.188
31,8,1994,13,13,hru13           ,.394E+04,.00,121.,371.
30,9,1994,1,1,hru01           ,5.40,.00,.162,.232E+05
30,9,1994,2,2,hru02           ,3.43,.00,.103,.248E+05
30,9,1994,3,3,hru03           ,968.,.00,29.0,.388E+07
30,9,1994,4,4,hru04           ,905.,.00,27.1,.667E+07
30,9,1994,5,5,hru05           ,.209E+04,.00,61.6,.151E+08
30,9,1994,6,6,hru06           ,536.,.00,16.0,48.2
30,9,1994,7,7,hru07           ,619.,.00,18.6,.221E+07
30,9,1994,8,8,hru08           ,615.,.00,18.1,.444E+07
30,9,1994,9,9,hru09           ,.143E+04,.00,41.9,.846E+07
30,9,1994,10,10,hru10           ,3.58,.00,.107,.558E+04
30,9,1994,11,11,hru11           ,9.78,.00,.283,.152E+05
30,9,1994,12,12,hru12           ,2.12,.00,.631E-01,.330E+04
30,9,1994,13,13,hru13           ,.394E+04,.00,117.,.201E+08
31,10,1994,1,1,hru01           ,5.40,.00,30.7,.263E+06
31,10,1994,2,2,hru02           ,3.43,.00,.287E+04,.196E+06
31,10,1994,3,3,hru03           ,968.,.00,30.0,.477E+08
31,10,1994,4,4,hru04           ,905.,.00,.133E+07,.522E+08
31,10,1994,5,5,hru05           ,.209E+04,.555E+05,63.7,.117E+09
31,10,1994,6,6,hru06           ,536.,.00,16.6,.214E+08
31,10,1994,7,7,hru07           ,619.,.00,.266E+04,.320E+08
31,10,1994,8,8,hru08           ,615.,.183E+05,18.7,.342E+08
31,10,1994,9,9,hru09           ,.143E+04,.00,43.3,.572E+08
31,10,1994,10,10,hru10           ,3.58,.00,.111,.132E+06
31,10,1994,11,11,hru11           ,9.78,.00,.292,.361E+06
31,10,1994,12,12,hru12           ,2.12,.00,.652E-01,.782E+05
31,10,1994,13,13,hru13           ,.394E+04,.00,121.,.154E+09
30,11,1994,1,1,hru01           ,5.40,.00,.162,.205E+06
30,11,1994,2,2,hru02           ,3.43,.00,.103,.152E+06
30,11,1994,3,3,hru03           ,968.,.00,29.0,.276E+08
30,11,1994,4,4,hru04           ,905.,.00,27.1,.424E+08
30,11,1994,5,5,hru05           ,.209E+04,201.,61.6,.969E+08
30,11,1994,6,6,hru06           ,536.,.00,16.0,.173E+08
30,11,1994,7,7,hru07           ,619.,.00,.101E+06,.314E+08
30,11,1994,8,8,hru08           ,615.,66.4,18.1,.285E+08
30,11,1994,9,9,hru09           ,.143E+04,.00,41.9,.394E+08
30,11,1994,10,10,hru10           ,3.58,.00,.107,.124E+06
30,11,1994,11,11,hru11           ,9.78,.00,.283,.339E+06
30,11,1994,12,12,hru12           ,2.12,.00,.631E-01,.735E+05
30,11,1994,13,13,hru13           ,.394E+04,.00,117.,.115E+09
31,12,1994,1,1,hru01           ,5.40,.102E+04,6.47,.444E+06
31,12,1994,2,2,hru02           ,3.43,683.,.341E+04,.365E+06
31,12,1994,3,3,hru03           ,968.,.111E+06,.157E+06,.101E+09
31,12,1994,4,4,hru04           ,905.,.745E+05,.128E+05,.757E+08
31,12,1994,5,5,hru05           ,.209E+04,.942E+06,63.7,.161E+09
31,12,1994,6,6,hru06           ,536.,.874E+06,16.6,.429E+08
31,12,1994,7,7,hru07           ,619.,.724E+05,.204E+06,.515E+08
31,12,1994,8,8,hru08           ,615.,.309E+06,18.7,.472E+08
31,12,1994,9,9,hru09           ,.143E+04,.716E+06,43.3,.982E+08
31,12,1994,10,10,hru10           ,3.58,.305E+04,.106E+04,.275E+06
31,12,1994,11,11,hru11           ,9.78,232.,.177E+04,.750E+06
31,12,1994,12,12,hru12           ,2.12,148.,.123E+04,.163E+06
31,12,1994,13,13,hru13           ,.394E+04,.544E+07,121.,.344E+09
31,1,1995,1,1,hru01           ,5.40,.238E+04,.893E+04,.109E+07
31,1,1995,2,2,hru02           ,3.43,.103E+04,.119E+04,.608E+06
31,1,1995,3,3,hru03           ,968.,.317E+06,.890E+06,.192E+09
31,1,1995,4,4,hru04           ,905.,.900E+05,.209E+07,.164E+09
31,1,1995,5,5,hru05           ,.209E+04,.404E+07,63.7,.180E+09
31,1,1995,6,6,hru06           ,536.,.367E+07,16.6,.469E+08
31,1,1995,7,7,hru07           ,619.,.420E+05,.147E+07,.118E+09
31,1,1995,8,8,hru08           ,615.,.132E+07,18.7,.527E+08
31,1,1995,9,9,hru09           ,.143E+04,.399E+07,43.3,.120E+09
31,1,1995,10,10,hru10           ,3.58,.345E+04,.274E+04,.537E+06
31,1,1995,11,11,hru11           ,9.78,202.,.731E+04,.149E+07
31,1,1995,12,12,hru12           ,2.12,188.,.168E+04,.321E+06
31,1,1995,13,13,hru13           ,.394E+04,.568E+07,121.,.650E+09
28,2,1995,1,1,hru01           ,5.40,11.8,.151,.341E+06
28,2,1995,2,2,hru02           ,3.43,2.54,468.,.222E+06
28,2,1995,3,3,hru03           ,968.,.150E+04,27.1,.665E+08
28,2,1995,4,4,hru04           ,905.,285.,25.3,.581E+08
28,2,1995,5,5,hru05           ,.209E+04,.215E+07,57.5,.176E+09
28,2,1995,6,6,hru06           ,536.,.177E+07,15.0,.454E+08
28,2,1995,7,7,hru07           ,619.,85.8,.719E+05,.423E+08
28,2,1995,8,8,hru08           ,615.,.693E+06,16.9,.516E+08
28,2,1995,9,9,hru09           ,.143E+04,.273E+07,39.1,.116E+09
28,2,1995,10,10,hru10           ,3.58,9.83,.217E+04,.177E+06
28,2,1995,11,11,hru11           ,9.78,.797E-01,.593E+04,.483E+06
28,2,1995,12,12,hru12           ,2.12,.653,.129E+04,.105E+06
28,2,1995,13,13,hru13           ,.394E+04,.713E+04,110.,.195E+09
31,3,1995,1,1,hru01           ,5.40,.00,.167,.138E+06
31,3,1995,2,2,hru02           ,3.43,.00,.106,.988E+05
31,3,1995,3,3,hru03           ,968.,.00,30.0,.212E+08
31,3,1995,4,4,hru04           ,905.,.00,28.0,.192E+08
31,3,1995,5,5,hru05           ,.209E+04,.145E+04,63.7,.183E+09
31,3,1995,6,6,hru06           ,536.,680.,16.6,.464E+08
31,3,1995,7,7,hru07           ,619.,.00,19.2,.172E+08
31,3,1995,8,8,hru08           ,615.,474.,18.7,.537E+08
31,3,1995,9,9,hru09           ,.143E+04,.112E+04,43.3,.118E+09
31,3,1995,10,10,hru10           ,3.58,.00,.111,.638E+05
31,3,1995,11,11,hru11           ,9.78,.00,.292,.174E+06
31,3,1995,12,12,hru12           ,2.12,.00,.652E-01,.378E+05
31,3,1995,13,13,hru13           ,.394E+04,.00,121.,.686E+08
30,4,1995,1,1,hru01           ,5.40,.00,.162,.630E+05
30,4,1995,2,2,hru02           ,3.43,.00,.103,.392E+05
30,4,1995,3,3,hru03           ,968.,.00,29.0,.256E+08
30,4,1995,4,4,hru04           ,905.,.00,27.1,.797E+07
30,4,1995,5,5,hru05           ,.209E+04,.00,61.6,.109E+09
30,4,1995,6,6,hru06           ,536.,.00,16.0,.237E+08
30,4,1995,7,7,hru07           ,619.,.00,18.6,.574E+07
30,4,1995,8,8,hru08           ,615.,.00,18.1,.318E+08
30,4,1995,9,9,hru09           ,.143E+04,.00,41.9,.727E+08
30,4,1995,10,10,hru10           ,3.58,.00,.107,.300E+05
30,4,1995,11,11,hru11           ,9.78,.00,.283,.821E+05
30,4,1995,12,12,hru12           ,2.12,.00,.631E-01,.178E+05
30,4,1995,13,13,hru13           ,.394E+04,.00,117.,.317E+08
31,5,1995,1,1,hru01           ,5.40,.00,.167,.696E+05
31,5,1995,2,2,hru02           ,3.43,.00,.106,.382E+05
31,5,1995,3,3,hru03           ,968.,.00,30.0,.526E+07
31,5,1995,4,4,hru04           ,905.,.00,28.0,.463E+07
31,5,1995,5,5,hru05           ,.209E+04,.00,63.7,.221E+08
31,5,1995,6,6,hru06           ,536.,.00,16.6,50.5
31,5,1995,7,7,hru07           ,619.,.00,19.2,.276E+07
31,5,1995,8,8,hru08           ,615.,.00,18.7,.650E+07
31,5,1995,9,9,hru09           ,.143E+04,.00,43.3,.172E+08
31,5,1995,10,10,hru10           ,3.58,.00,.111,.317
31,5,1995,11,11,hru11           ,9.78,.00,.292,.867
31,5,1995,12,12,hru12           ,2.12,.00,.652E-01,.188
31,5,1995,13,13,hru13           ,.394E+04,.00,121.,.255E+08
30,6,1995,1,1,hru01           ,5.40,.00,.162,.464
30,6,1995,2,2,hru02           ,3.43,.00,.103,.295
30,6,1995,3,3,hru03           ,968.,.00,29.0,.00
30,6,1995,4,4,hru04           ,905.,.00,27.1,.00
30,6,1995,5,5,hru05           ,.209E+04,.00,61.6,191.
30,6,1995,6,6,hru06           ,536.,.00,16.0,48.9
30,6,1995,7,7,hru07           ,619.,.00,18.6,.00
30,6,1995,8,8,hru08           ,615.,.00,18.1,56.1
30,6,1995,9,9,hru09           ,.143E+04,.00,41.9,130.
30,6,1995,10,10,hru10           ,3.58,.00,.107,.307
30,6,1995,11,11,hru11           ,9.78,.00,.283,.839
30,6,1995,12,12,hru12           ,2.12,.00,.631E-01,.182
30,6,1995,13,13,hru13           ,.394E+04,.00,117.,359.
31,7,1995,1,1,hru01           ,5.40,.00,.167,.290E+05
31,7,1995,2,2,hru02           ,3.43,.00,.106,.246
31,7,1995,3,3,hru03           ,968.,.00,30.0,.00
31,7,1995,4,4,hru04           ,905.,.00,28.0,.00
31,7,1995,5,5,hru05           ,.209E+04,.00,63.7,197.
31,7,1995,6,6,hru06           ,536.,.00,16.6,50.5
31,7,1995,7,7,hru07           ,619.,.00,19.2,.00
31,7,1995,8,8,hru08           ,615.,.00,18.7,57.9
31,7,1995,9,9,hru09           ,.143E+04,.00,43.3,135.
31,7,1995,10,10,hru10           ,3.58,.00,.111,.317
31,7,1995,11,11,hru11           ,9.78,.00,.292,.867
31,7,1995,12,12,hru12           ,2.12,.00,.652E-01,.188
31,7,1995,13,13,hru13           ,.394E+04,.00,121.,371.
31,8,1995,1,1,hru01           ,5.40,.00,.167,.340
31,8,1995,2,2,hru02           ,3.43,.00,.106,.00
31,8,1995,3,3,hru03           ,968.,.00,30.0,.00
31,8,1995,4,4,hru04           ,905.,.00,28.0,.00
31,8,1995,5,5,hru05           ,.209E+04,.00,63.7,196.
31,8,1995,6,6,hru06           ,536.,.00,16.6,50.1
31,8,1995,7,7,hru07           ,619.,.00,19.2,.00
31,8,1995,8,8,hru08           ,615.,.00,18.7,57.6
31,8,1995,9,9,hru09           ,.143E+04,.00,43.3,134.
31,8,1995,10,10,hru10           ,3.58,.00,.111,.317
31,8,1995,11,11,hru11           ,9.78,.00,.292,.867
31,8,1995,12,12,hru12           ,2.12,.00,.652E-01,.188
31,8,1995,13,13,hru13           ,.394E+04,.00,121.,371.
30,9,1995,1,1,hru01           ,5.40,.00,.162,.00
30,9,1995,2,2,hru02           ,3.43,.00,.103,.167E+05
30,9,1995,3,3,hru03           ,968.,.00,29.0,.00
30,9,1995,4,4,hru04           ,905.,.00,27.1,.478E+07
30,9,1995,5,5,hru05           ,.209E+04,.00,61.6,.102E+08
30,9,1995,6,6,hru06           ,536.,.00,16.0,.147E+07
30,9,1995,7,7,hru07           ,619.,.00,18.6,.354E+07
30,9,1995,8,8,hru08           ,615.,.00,18.1,.300E+07
30,9,1995,9,9,hru09           ,.143E+04,.00,41.9,.771E+07
30,9,1995,10,10,hru10           ,3.58,.00,.107,.121E+05
30,9,1995,11,11,hru11           ,9.78,.00,.283,.329E+05
30,9,1995,12,12,hru12           ,2.12,.00,.631E-01,.714E+04
30,9,1995,13,13,hru13           ,.394E+04,.00,117.,.140E+08
31,10,1995,1,1,hru01           ,5.40,.00,.167,.215E+06
31,10,1995,2,2,hru02           ,3.43,.00,4.18,.209E+06
31,10,1995,3,3,hru03           ,968.,.00,.323E+04,.468E+08
31,10,1995,4,4,hru04           ,905.,.00,.713E+04,.440E+08
31,10,1995,5,5,hru05           ,.209E+04,.00,63.7,.666E+08
31,10,1995,6,6,hru06           ,536.,.00,16.6,.172E+08
31,10,1995,7,7,hru07           ,619.,.00,19.2,.242E+08
31,10,1995,8,8,hru08           ,615.,.00,18.7,.195E+08
31,10,1995,9,9,hru09           ,.143E+04,.00,43.3,.439E+08
31,10,1995,10,10,hru10           ,3.58,.00,.111,.106E+06
31,10,1995,11,11,hru11           ,9.78,.00,.292,.290E+06
31,10,1995,12,12,hru12           ,2.12,.00,.652E-01,.629E+05
31,10,1995,13,13,hru13           ,.394E+04,.00,121.,.117E+09
30,11,1995,1,1,hru01           ,5.40,.00,.162,.307E+06
30,11,1995,2,2,hru02           ,3.43,21.5,.103,.245E+06
30,11,1995,3,3,hru03           ,968.,.00,29.0,.472E+08
30,11,1995,4,4,hru04           ,905.,.00,27.1,.599E+08
30,11,1995,5,5,hru05           ,.209E+04,.456E+06,61.6,.137E+09
30,11,1995,6,6,hru06           ,536.,.243E+06,16.0,.234E+08
30,11,1995,7,7,hru07           ,619.,.00,.275E+06,.408E+08
30,11,1995,8,8,hru08           ,615.,.150E+06,18.1,.403E+08
30,11,1995,9,9,hru09           ,.143E+04,.268E+05,41.9,.483E+08
30,11,1995,10,10,hru10           ,3.58,.00,.107,.279E+06
30,11,1995,11,11,hru11           ,9.78,.00,.283,.763E+06
30,11,1995,12,12,hru12           ,2.12,.00,.631E-01,.165E+06
30,11,1995,13,13,hru13           ,.394E+04,.00,117.,.292E+09
31,12,1995,1,1,hru01           ,5.40,179.,.167,.961E+06
31,12,1995,2,2,hru02           ,3.43,.107E+04,836.,.668E+06
31,12,1995,3,3,hru03           ,968.,.929E+05,.388E+07,.155E+09
31,12,1995,4,4,hru04           ,905.,.904E+05,.406E+05,.145E+09
31,12,1995,5,5,hru05           ,.209E+04,.945E+07,63.7,.198E+09
31,12,1995,6,6,hru06           ,536.,.326E+07,16.6,.454E+08
31,12,1995,7,7,hru07           ,619.,.850E+05,.410E+05,.108E+09
31,12,1995,8,8,hru08           ,615.,.309E+07,18.7,.579E+08
31,12,1995,9,9,hru09           ,.143E+04,.113E+07,43.3,.120E+09
31,12,1995,10,10,hru10           ,3.58,.00,.111,.541E+06
31,12,1995,11,11,hru11           ,9.78,.00,.292,.148E+07
31,12,1995,12,12,hru12           ,2.12,.00,.652E-01,.321E+06
31,12,1995,13,13,hru13           ,.394E+04,.00,121.,.562E+09
31,1,1996,1,1,hru01           ,5.40,.153E+05,.611E+05,.616E+06
31,1,1996,2,2,hru02           ,3.43,.133E+05,.102E+06,.526E+06
31,1,1996,3,3,hru03           ,968.,.374E+07,.226E+08,.130E+09
31,1,1996,4,4,hru04           ,905.,.636E+06,.545E+07,.138E+09
31,1,1996,5,5,hru05           ,.209E+04,.431E+08,.212E+09,.201E+09
31,1,1996,6,6,hru06           ,536.,.207E+08,.112E+08,.469E+08
31,1,1996,7,7,hru07           ,619.,.554E+06,.833E+07,.104E+09
31,1,1996,8,8,hru08           ,615.,.140E+08,.612E+08,.589E+08
31,1,1996,9,9,hru09           ,.143E+04,.204E+08,.986E+08,.120E+09
31,1,1996,10,10,hru10           ,3.58,.386E+05,.273E+05,.360E+06
31,1,1996,11,11,hru11           ,9.78,.327E+04,.468E+05,.979E+06
31,1,1996,12,12,hru12           ,2.12,.259E+04,.425E+05,.212E+06
31,1,1996,13,13,hru13           ,.394E+04,.625E+08,.243E+07,.414E+09
29,2,1996,1,1,hru01           ,5.40,.469E+05,.205E+05,.878E+06
29,2,1996,2,2,hru02           ,3.43,.311E+05,.415E+05,.598E+06
29,2,1996,3,3,hru03           ,968.,.131E+08,.488E+08,.157E+09
29,2,1996,4,4,hru04           ,905.,.161E+07,.156E+07,.152E+09
29,2,1996,5,5,hru05           ,.209E+04,.634E+08,.889E+08,.166E+09
29,2,1996,6,6,hru06           ,536.,.477E+08,.133E+08,.399E+08
29,2,1996,7,7,hru07           ,619.,.156E+07,.245E+07,.104E+09
29,2,1996,8,8,hru08           ,615.,.206E+08,.251E+08,.486E+08
29,2,1996,9,9,hru09           ,.143E+04,.480E+08,.126E+09,.102E+09
29,2,1996,10,10,hru10           ,3.58,.862E+05,.103E+05,.617E+06
29,2,1996,11,11,hru11           ,9.78,.125E+05,.548E+05,.169E+07
29,2,1996,12,12,hru12           ,2.12,.708E+04,.304E+05,.362E+06
29,2,1996,13,13,hru13           ,.394E+04,.130E+09,113.,.682E+09
31,3,1996,1,1,hru01           ,5.40,.296E+04,.181E+05,.883E+06
31,3,1996,2,2,hru02           ,3.43,.316E+04,.562E+04,.570E+06
31,3,1996,3,3,hru03           ,968.,.247E+07,.122E+08,.160E+09
31,3,1996,4,4,hru04           ,905.,.199E+05,.176E+05,.131E+09
31,3,1996,5,5,hru05           ,.209E+04,.515E+08,.259E+08,.170E+09
31,3,1996,6,6,hru06           ,536.,.217E+08,.544E+05,.400E+08
31,3,1996,7,7,hru07           ,619.,.368E+05,19.2,.945E+08
31,3,1996,8,8,hru08           ,615.,.165E+08,.705E+07,.499E+08
31,3,1996,9,9,hru09           ,.143E+04,.352E+08,.205E+08,.102E+09
31,3,1996,10,10,hru10           ,3.58,.136E+04,411.,.412E+06
31,3,1996,11,11,hru11           ,9.78,518.,335.,.146E+07
31,3,1996,12,12,hru12           ,2.12,485.,.100E+04,.251E+06
31,3,1996,13,13,hru13           ,.394E+04,.305E+07,121.,.333E+09
30,4,1996,1,1,hru01           ,5.40,.273,.162,.734E+05
30,4,1996,2,2,hru02           ,3.43,.336,.103,.362E+05
30,4,1996,3,3,hru03           ,968.,436.,29.0,.243E+08
30,4,1996,4,4,hru04           ,905.,.00,27.1,.841E+07
30,4,1996,5,5,hru05           ,.209E+04,.139E+08,61.6,.148E+09
30,4,1996,6,6,hru06           ,536.,.227E+06,16.0,.338E+08
30,4,1996,7,7,hru07           ,619.,.00,18.6,.567E+07
30,4,1996,8,8,hru08           ,615.,.414E+07,18.1,.433E+08
30,4,1996,9,9,hru09           ,.143E+04,.121E+08,41.9,.862E+08
30,4,1996,10,10,hru10           ,3.58,.174E-01,.107,.319E+05
30,4,1996,11,11,hru11           ,9.78,.00,.283,.871E+05
30,4,1996,12,12,hru12           ,2.12,.644E-02,.631E-01,.189E+05
30,4,1996,13,13,hru13           ,.394E+04,49.6,117.,.410E+08
31,5,1996,1,1,hru01           ,5.40,.00,.167,.724E+05
31,5,1996,2,2,hru02           ,3.43,.00,.106,.320E+05
31,5,1996,3,3,hru03           ,968.,.00,30.0,.145E+08
31,5,1996,4,4,hru04           ,905.,.00,28.0,.673E+07
31,5,1996,5,5,hru05           ,.209E+04,.524E+05,63.7,.140E+09
31,5,1996,6,6,hru06           ,536.,4.78,16.6,.285E+08
31,5,1996,7,7,hru07           ,619.,.00,19.2,.437E+07
31,5,1996,8,8,hru08           ,615.,.112E+05,18.7,.410E+08
31,5,1996,9,9,hru09           ,.143E+04,.335E+06,43.3,.845E+08
31,5,1996,10,10,hru10           ,3.58,.00,.111,.208E+05
31,5,1996,11,11,hru11           ,9.78,.00,.292,.568E+05
31,5,1996,12,12,hru12           ,2.12,.00,.652E-01,.123E+05
31,5,1996,13,13,hru13           ,.394E+04,.00,121.,.265E+08
30,6,1996,1,1,hru01           ,5.40,.00,.162,.464
30,6,1996,2,2,hru02           ,3.43,.00,.103,.295
30,6,1996,3,3,hru03           ,968.,.00,29.0,.534E+07
30,6,1996,4,4,hru04           ,905.,.00,27.1,.00
30,6,1996,5,5,hru05           ,.209E+04,.00,61.6,.637E+08
30,6,1996,6,6,hru06           ,536.,.00,16.0,48.9
30,6,1996,7,7,hru07           ,619.,.00,18.6,.00
30,6,1996,8,8,hru08           ,615.,.00,18.1,.170E+08
30,6,1996,9,9,hru09           ,.143E+04,3.73,41.9,.650E+08
30,6,1996,10,10,hru10           ,3.58,.00,.107,.307
30,6,1996,11,11,hru11           ,9.78,.00,.283,.839
30,6,1996,12,12,hru12           ,2.12,.00,.631E-01,.182
30,6,1996,13,13,hru13           ,.394E+04,.00,117.,.219E+08
31,7,1996,1,1,hru01           ,5.40,.00,.167,.342E+05
31,7,1996,2,2,hru02           ,3.43,.00,.106,.305
31,7,1996,3,3,hru03           ,968.,.00,30.0,.00
31,7,1996,4,4,hru04           ,905.,.00,28.0,.00
31,7,1996,5,5,hru05           ,.209E+04,.00,63.7,197.
31,7,1996,6,6,hru06           ,536.,.00,16.6,50.5
31,7,1996,7,7,hru07           ,619.,.00,19.2,.00
31,7,1996,8,8,hru08           ,615.,.00,18.7,57.9
31,7,1996,9,9,hru09           ,.143E+04,.00,43.3,.323E+08
31,7,1996,10,10,hru10           ,3.58,.00,.111,.317
31,7,1996,11,11,hru11           ,9.78,.00,.292,.867
31,7,1996,12,12,hru12           ,2.12,.00,.652E-01,.188
31,7,1996,13,13,hru13           ,.394E+04,.00,121.,371.
31,8,1996,1,1,hru01           ,5.40,.00,.167,.479
31,8,1996,2,2,hru02           ,3.43,.00,.106,.305
31,8,1996,3,3,hru03           ,968.,.00,30.0,.00
31,8,1996,4,4,hru04           ,905.,.00,28.0,.00
31,8,1996,5,5,hru05           ,.209E+04,.00,63.7,197.
31,8,1996,6,6,hru06           ,536.,.00,16.6,50.5
31,8,1996,7,7,hru07           ,619.,.00,19.2,.00
31,8,1996,8,8,hru08           ,615.,.00,18.7,57.8
31,8,1996,9,9,hru09           ,.143E+04,.00,43.3,135.
31,8,1996,10,10,hru10           ,3.58,.00,.111,.317
31,8,1996,11,11,hru11           ,9.78,.00,.292,.867
31,8,1996,12,12,hru12           ,2.12,.00,.652E-01,.188
31,8,1996,13,13,hru13           ,.394E+04,.00,121.,371.
30,9,1996,1,1,hru01           ,5.40,.00,.162,.417
30,9,1996,2,2,hru02           ,3.43,.00,.103,.982E-01
30,9,1996,3,3,hru03           ,968.,.00,29.0,.00
30,9,1996,4,4,hru04           ,905.,.00,27.1,.476E+07
30,9,1996,5,5,hru05           ,.209E+04,.00,61.6,187.
30,9,1996,6,6,hru06           ,536.,.00,16.0,48.0
30,9,1996,7,7,hru07           ,619.,.00,18.6,.00
30,9,1996,8,8,hru08           ,615.,.00,18.1,54.7
30,9,1996,9,9,hru09           ,.143E+04,.00,41.9,129.
30,9,1996,10,10,hru10           ,3.58,.00,.107,.307
30,9,1996,11,11,hru11           ,9.78,.00,.283,.839
30,9,1996,12,12,hru12           ,2.12,.00,.631E-01,.182
30,9,1996,13,13,hru13           ,.394E+04,.00,117.,359.
31,10,1996,1,1,hru01           ,5.40,.00,.167,.233E+05
31,10,1996,2,2,hru02           ,3.43,.00,.106,.158E+05
31,10,1996,3,3,hru03           ,968.,.00,30.0,.516E+07
31,10,1996,4,4,hru04           ,905.,.00,28.0,.375E+07
31,10,1996,5,5,hru05           ,.209E+04,.00,63.7,.155E+08
31,10,1996,6,6,hru06           ,536.,.00,16.6,.521E+07
31,10,1996,7,7,hru07           ,619.,.00,19.2,.238E+07
31,10,1996,8,8,hru08           ,615.,.00,18.7,.456E+07
31,10,1996,9,9,hru09           ,.143E+04,.00,43.3,.135E+08
31,10,1996,10,10,hru10           ,3.58,.00,.111,.231E+05
31,10,1996,11,11,hru11           ,9.78,.00,.292,.632E+05
31,10,1996,12,12,hru12           ,2.12,.00,.652E-01,.137E+05
31,10,1996,13,13,hru13           ,.394E+04,.00,121.,.378E+08
30,11,1996,1,1,hru01           ,5.40,232.,672.,.499E+06
30,11,1996,2,2,hru02           ,3.43,61.4,.103,.297E+06
30,11,1996,3,3,hru03           ,968.,.118E+06,.220E+06,.901E+08
30,11,1996,4,4,hru04           ,905.,.00,27.1,.884E+08
30,11,1996,5,5,hru05           ,.209E+04,.358E+06,61.6,.959E+08
30,11,1996,6,6,hru06           ,536.,.327E+06,16.0,.207E+08
30,11,1996,7,7,hru07           ,619.,.00,18.6,.646E+08
30,11,1996,8,8,hru08           ,615.,.118E+06,18.1,.281E+08
30,11,1996,9,9,hru09           ,.143E+04,.299E+06,41.9,.608E+08
30,11,1996,10,10,hru10           ,3.58,.00,.107,.253E+06
30,11,1996,11,11,hru11           ,9.78,.00,.283,.687E+06
30,11,1996,12,12,hru12           ,2.12,.00,.631E-01,.150E+06
30,11,1996,13,13,hru13           ,.394E+04,.00,117.,.334E+09
31,12,1996,1,1,hru01           ,5.40,13.2,.186E+04,.670E+06
31,12,1996,2,2,hru02           ,3.43,3.98,.413E+04,.395E+06
31,12,1996,3,3,hru03           ,968.,.745E+04,.503E+05,.123E+09
31,12,1996,4,4,hru04           ,905.,.306E+05,.197E+07,.111E+09
31,12,1996,5,5,hru05           ,.209E+04,.347E+06,63.7,.213E+09
31,12,1996,6,6,hru06           ,536.,.259E+06,16.6,.462E+08
31,12,1996,7,7,hru07           ,619.,.231E+04,.579E+06,.653E+08
31,12,1996,8,8,hru08           ,615.,.115E+06,18.7,.626E+08
31,12,1996,9,9,hru09           ,.143E+04,.161E+06,43.3,.120E+09
31,12,1996,10,10,hru10           ,3.58,.00,.111,.275E+06
31,12,1996,11,11,hru11           ,9.78,.00,.292,.755E+06
31,12,1996,12,12,hru12           ,2.12,.00,.652E-01,.163E+06
31,12,1996,13,13,hru13           ,.394E+04,.00,121.,.279E+09
31,1,1997,1,1,hru01           ,5.40,.469E+04,.960E+04,.964E+06
31,1,1997,2,2,hru02           ,3.43,.899E+04,.289E+05,.655E+06
31,1,1997,3,3,hru03           ,968.,.242E+07,.126E+08,.174E+09
31,1,1997,4,4,hru04           ,905.,.301E+06,.152E+07,.167E+09
31,1,1997,5,5,hru05           ,.209E+04,.360E+08,.793E+08,.181E+09
31,1,1997,6,6,hru06           ,536.,.252E+08,.328E+07,.408E+08
31,1,1997,7,7,hru07           ,619.,.193E+06,.252E+07,.114E+09
31,1,1997,8,8,hru08           ,615.,.118E+08,.228E+08,.530E+08
31,1,1997,9,9,hru09           ,.143E+04,.205E+08,.449E+08,.115E+09
31,1,1997,10,10,hru10           ,3.58,.130E+05,.508E+04,.675E+06
31,1,1997,11,11,hru11           ,9.78,.122E+04,.728E+04,.183E+07
31,1,1997,12,12,hru12           ,2.12,.124E+04,.887E+04,.400E+06
31,1,1997,13,13,hru13           ,.394E+04,.307E+08,121.,.754E+09
28,2,1997,1,1,hru01           ,5.40,.464E+05,.151E+06,.840E+06
28,2,1997,2,2,hru02           ,3.43,.361E+05,.171E+06,.570E+06
28,2,1997,3,3,hru03           ,968.,.142E+08,.968E+08,.150E+09
28,2,1997,4,4,hru04           ,905.,.264E+07,.262E+08,.146E+09
28,2,1997,5,5,hru05           ,.209E+04,.650E+08,.225E+09,.156E+09
28,2,1997,6,6,hru06           ,536.,.512E+08,.264E+08,.348E+08
28,2,1997,7,7,hru07           ,619.,.152E+07,.219E+08,.997E+08
