 u_sabi                    SWAT+ Sep 8  2020    MODULAR Rev 2020.60.5                                     
  jday,   mon,   day,    yr,   unit , gis_id , name           ,         flo_in ,         aqu_in ,        flo_out ,          peakr,         sed_in,        sed_out,         washld,          bedld,            dep,        deg_btm,       deg_bank,         hc_sed,          width,          depth,          slope,        deg_btm,       deg_bank,         hc_len,      flo_in_mm ,      aqu_in_mm ,     flo_out_mm 
      ,      ,      ,      ,        ,        ,                ,          m^3/s ,          m^3/s ,          m^3/s ,          m^3/s,           tons,           tons,           tons,           tons,           tons,           tons,           tons,           tons,              m,              m,            m/m,              m,              m,              m,             mm ,             mm ,             mm 
365,12,31,1995,11,11,cha11           ,4.32,.00,4.32,138.,.259E+06,.134E+06,.130E+06,.00,227.,.404E+04,216.,.00,253.,4.52,.148E-02,.771E-02,.206E-01,.00,1.75,.00,1.75
365,12,31,1995,12,12,cha12           ,3.62,.00,3.62,116.,969.,.431E+06,484.,.00,60.8,.418E+06,.123E+05,.00,177.,4.07,.447E-02,.786E-01,.901E-01,.00,2.68,.00,2.68
365,12,31,1995,13,13,cha13           ,.212,.00,.212,6.79,.234E-07,.133E+04,.117E-07,.00,.490E-08,.106E+04,274.,.00,67.3,2.39,.417E-02,.195E-02,.127E-01,.00,.790,.00,.790
31,1,31,1996,1,1,cha01           ,9.84,.00,9.84,315.,.529E+06,.951E+06,.265E+06,.00,.484E-08,.642E+06,.166E+05,.279E+05,80.0,2.30,.823E-02,.662,.525,3.97,27.2,.00,27.2
31,1,31,1996,2,2,cha02           ,9.80,.00,9.80,313.,.497E+06,.105E+07,.248E+06,.00,.597E-08,.762E+06,.170E+05,.213E+05,118.,2.85,.554E-02,.349,.287,1.68,14.1,.00,14.1
31,1,31,1996,3,3,cha03           ,2.27,.00,2.27,72.7,.112E+06,.839E+05,.559E+05,.00,.139E+04,.272E+05,825.,.00,76.7,2.06,.246E-02,.639E-01,.646E-01,.00,6.72,.00,6.72
31,1,31,1996,4,4,cha04           ,3.32,.00,3.32,106.,.315E+06,.200E+06,.157E+06,.00,27.8,.321E+05,935.,.901E+04,61.2,1.84,.405E-02,.168,.145,2.15,14.4,.00,14.4
31,1,31,1996,5,5,cha05           ,31.5,.00,31.5,.101E+04,.103E+07,.180E+07,.514E+06,.00,.747,.113E+07,.249E+05,.127E+06,169.,4.05,.651E-02,.690,.560,4.92,25.1,.00,25.1
31,1,31,1996,6,6,cha06           ,27.1,.00,27.1,867.,.178E+07,.343E+07,.891E+06,.00,.559E-08,.236E+07,.494E+05,.129E+06,129.,3.04,.598E-02,.729,.574,8.72,33.7,.00,33.7
31,1,31,1996,7,7,cha07           ,61.5,.00,61.5,.197E+04,.288E+07,.249E+07,.144E+07,.00,7.21,.573E+06,.998E+04,.472E+06,237.,4.41,.233E-02,.424,.352,12.1,27.8,.00,27.8
31,1,31,1996,8,8,cha08           ,28.1,.00,28.1,899.,.197E+05,.257E+06,.987E+04,.00,.00,.177E+06,.569E+04,.647E+05,61.2,2.09,.276E-02,.702,.582,13.3,122.,.00,122.
31,1,31,1996,9,9,cha09           ,214.,.00,214.,.685E+04,.346E+07,.499E+07,.173E+07,.00,.00,.532E+06,.852E+04,.271E+07,346.,6.20,.374E-02,1.14,.906,33.7,51.5,.00,51.5
31,1,31,1996,10,10,cha10           ,192.,.00,192.,.613E+04,.345E+07,.467E+07,.173E+07,.00,.00,.683E+06,.107E+05,.225E+07,332.,5.67,.229E-02,.739,.603,32.0,49.5,.00,49.5
31,1,31,1996,11,11,cha11           ,89.7,.00,89.7,.287E+04,.290E+07,.227E+07,.145E+07,.00,11.6,.191E+06,.330E+04,.627E+06,253.,4.55,.148E-02,.363,.312,14.6,36.3,.00,36.3
31,1,31,1996,12,12,cha12           ,101.,.00,101.,.322E+04,.493E+06,.757E+07,.247E+06,.00,.00,.652E+07,.139E+06,.662E+06,177.,4.20,.447E-02,1.22,.969,23.6,74.6,.00,74.6
31,1,31,1996,13,13,cha13           ,22.4,.00,22.4,715.,.107E+05,.507E+06,.534E+04,.00,.528E-08,.412E+06,.135E+05,.754E+05,67.4,2.45,.417E-02,.759,.599,12.0,83.3,.00,83.3
60,2,29,1996,1,1,cha01           ,24.7,.00,24.7,791.,.257E+07,.259E+07,.129E+07,.00,.00,.120E+07,.345E+05,.696E+05,80.3,2.68,.822E-02,1.31,1.04,9.51,64.0,.00,64.0
60,2,29,1996,2,2,cha02           ,9.24,.00,9.24,296.,.230E+06,.903E+06,.115E+06,.00,.00,.769E+06,.191E+05,.00,118.,3.00,.553E-02,.376,.332,.00,12.5,.00,12.5
60,2,29,1996,3,3,cha03           ,1.27,.00,1.27,40.5,.369E+05,.279E+05,.185E+05,.00,606.,.895E+04,460.,.00,76.8,2.08,.245E-02,.225E-01,.382E-01,.00,3.50,.00,3.50
60,2,29,1996,4,4,cha04           ,1.60,.00,1.60,51.2,.648E+05,.501E+05,.324E+05,.00,15.9,.136E+05,580.,.354E+04,61.2,1.89,.404E-02,.758E-01,.941E-01,.885,6.48,.00,6.48
60,2,29,1996,5,5,cha05           ,58.3,.00,58.3,.187E+04,.280E+07,.368E+07,.140E+07,.00,.00,.196E+07,.447E+05,.274E+06,169.,4.42,.650E-02,1.27,1.00,10.7,43.5,.00,43.5
60,2,29,1996,6,6,cha06           ,18.2,.00,18.2,582.,.424E+06,.202E+07,.212E+06,.00,.00,.170E+07,.403E+05,.686E+05,129.,3.30,.597E-02,.561,.470,4.65,21.1,.00,21.1
60,2,29,1996,7,7,cha07           ,80.9,.00,80.9,.259E+04,.325E+07,.262E+07,.162E+07,.00,.00,.687E+06,.125E+05,.295E+06,237.,4.60,.232E-02,.543,.458,7.79,34.2,.00,34.2
60,2,29,1996,8,8,cha08           ,18.2,.00,18.2,584.,.699E+04,.176E+06,.349E+04,.00,.00,.141E+06,.514E+04,.263E+05,61.4,2.34,.274E-02,.598,.513,5.31,74.4,.00,74.4
60,2,29,1996,9,9,cha09           ,199.,.00,199.,.638E+04,.345E+07,.325E+07,.172E+07,.00,.00,.489E+06,.826E+04,.103E+07,347.,6.63,.364E-02,1.12,.889,12.9,44.9,.00,44.9
60,2,29,1996,10,10,cha10           ,164.,.00,164.,.525E+04,.343E+07,.314E+07,.171E+07,.00,.00,.592E+06,.973E+04,.822E+06,332.,5.95,.226E-02,.684,.563,12.0,39.6,.00,39.6
60,2,29,1996,11,11,cha11           ,99.4,.00,99.4,.318E+04,.326E+07,.221E+07,.163E+07,.00,.00,.205E+06,.374E+04,.367E+06,253.,4.70,.145E-02,.418,.368,8.87,37.6,.00,37.6
60,2,29,1996,12,12,cha12           ,63.6,.00,63.6,.204E+04,.126E+06,.490E+07,.629E+05,.00,.00,.450E+07,.105E+06,.227E+06,177.,4.61,.447E-02,.903,.726,8.04,44.1,.00,44.1
60,2,29,1996,13,13,cha13           ,35.0,.00,35.0,.112E+04,.184E+05,.710E+06,.921E+04,.00,.00,.580E+06,.212E+05,.100E+06,67.7,2.82,.415E-02,1.14,.905,15.4,122.,.00,122.
91,3,31,1996,1,1,cha01           ,5.49,.00,5.49,176.,.690E+06,.631E+06,.345E+06,.00,.335E-08,.260E+06,.879E+04,.181E+05,80.5,2.91,.822E-02,.266,.227,2.12,15.2,.00,15.2
91,3,31,1996,2,2,cha02           ,2.71,.00,2.71,86.8,.146E+06,.273E+06,.732E+05,.00,.597E-08,.194E+06,.515E+04,.00,118.,3.07,.553E-02,.889E-01,.817E-01,.00,3.91,.00,3.91
91,3,31,1996,3,3,cha03           ,.140E-01,.00,.140E-01,.447,370.,185.,185.,.00,185.,.00,.271,.00,76.8,2.08,.245E-02,.00,.210E-04,.00,.414E-01,.00,.414E-01
91,3,31,1996,4,4,cha04           ,.138E-01,.00,.138E-01,.440,.275E-07,.467,.137E-07,.00,.128E-07,.00,.467,.00,61.2,1.90,.404E-02,.00,.704E-04,.00,.595E-01,.00,.596E-01
91,3,31,1996,5,5,cha05           ,16.3,.00,16.3,523.,.837E+06,.124E+07,.418E+06,.00,.00,.724E+06,.190E+05,.740E+05,170.,4.68,.649E-02,.439,.377,2.55,13.0,.00,13.0
91,3,31,1996,6,6,cha06           ,2.06,.00,2.06,65.8,.770E+05,.263E+06,.385E+05,.00,.522E-08,.218E+06,.659E+04,.00,129.,3.39,.597E-02,.674E-01,.697E-01,.00,2.56,.00,2.56
91,3,31,1996,7,7,cha07           ,18.5,.00,18.5,591.,.914E+06,.746E+06,.457E+06,.00,.00,.173E+06,.407E+04,.111E+06,237.,4.70,.231E-02,.128,.136,2.69,8.35,.00,8.35
91,3,31,1996,8,8,cha08           ,8.80,.00,8.80,282.,.281E+04,.936E+05,.141E+04,.00,.00,.756E+05,.311E+04,.135E+05,61.5,2.48,.273E-02,.299,.274,2.43,38.3,.00,38.3
91,3,31,1996,9,9,cha09           ,66.7,.00,66.7,.213E+04,.933E+06,.107E+07,.467E+06,.00,.00,.220E+06,.415E+04,.376E+06,347.,6.87,.358E-02,.473,.403,4.29,16.1,.00,16.1
91,3,31,1996,10,10,cha10           ,56.2,.00,56.2,.180E+04,.929E+06,.102E+07,.464E+06,.00,.00,.268E+06,.505E+04,.285E+06,332.,6.10,.225E-02,.290,.267,3.81,14.5,.00,14.5
91,3,31,1996,11,11,cha11           ,27.3,.00,27.3,873.,.917E+06,.651E+06,.459E+06,.00,.00,.578E+05,.139E+04,.133E+06,253.,4.78,.144E-02,.110,.125,2.97,11.0,.00,11.0
91,3,31,1996,12,12,cha12           ,28.9,.00,28.9,926.,.105E+05,.309E+07,.526E+04,.00,.00,.287E+07,.732E+05,.144E+06,177.,4.84,.447E-02,.538,.452,4.60,21.4,.00,21.4
91,3,31,1996,13,13,cha13           ,10.5,.00,10.5,335.,.422E+04,.263E+06,.211E+04,.00,.00,.236E+06,.101E+05,.148E+05,67.9,3.04,.414E-02,.432,.372,1.97,39.0,.00,39.0
121,4,30,1996,1,1,cha01           ,.179E-03,.00,.181E-03,.574E-02,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,80.5,2.92,.822E-02,.00,.00,.00,.481E-03,.00,.485E-03
121,4,30,1996,2,2,cha02           ,.583E-04,.00,.591E-04,.186E-02,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,118.,3.07,.553E-02,.00,.00,.00,.814E-04,.00,.826E-04
121,4,30,1996,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.265E-07,.132E-07,.132E-07,.00,.132E-07,.00,.00,.00,76.8,2.08,.245E-02,.00,.00,.00,.300E-04,.00,.300E-04
121,4,30,1996,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.266E-07,.133E-07,.133E-07,.00,.133E-07,.00,.00,.00,61.2,1.90,.404E-02,.00,.00,.00,.300E-04,.00,.300E-04
121,4,30,1996,5,5,cha05           ,.880E-01,.00,.881E-01,2.82,.627E-07,565.,.314E-07,.00,.251E-07,419.,146.,.00,170.,4.72,.649E-02,.263E-03,.294E-02,.00,.679E-01,.00,.680E-01
121,4,30,1996,6,6,cha06           ,.106E-03,.00,.107E-03,.340E-02,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,129.,3.39,.597E-02,.00,.00,.00,.128E-03,.00,.129E-03
121,4,30,1996,7,7,cha07           ,.882E-01,.00,.883E-01,2.82,.102E-06,.806,.510E-07,.00,.493E-07,.00,.806,.00,237.,4.71,.231E-02,.00,.277E-04,.00,.386E-01,.00,.386E-01
121,4,30,1996,8,8,cha08           ,1.60,.00,1.60,51.1,.227E-07,.127E+05,.113E-07,.00,.113E-08,.119E+05,780.,.00,61.6,2.52,.273E-02,.488E-01,.695E-01,.00,6.74,.00,6.74
121,4,30,1996,9,9,cha09           ,9.42,.00,9.42,301.,.297E-06,.365E+05,.149E-06,.00,.00,.356E+05,987.,.00,347.,6.94,.357E-02,.788E-01,.978E-01,.00,2.19,.00,2.19
121,4,30,1996,10,10,cha10           ,7.07,.00,7.07,226.,.254E-06,.237E+05,.127E-06,.00,.167E-07,.228E+05,889.,.00,332.,6.13,.224E-02,.255E-01,.481E-01,.00,1.77,.00,1.77
121,4,30,1996,11,11,cha11           ,1.69,.00,1.69,54.0,.152E-06,51.2,.761E-07,.00,.300E-07,1.31,49.9,.00,253.,4.79,.144E-02,.258E-05,.464E-02,.00,.660,.00,.660
121,4,30,1996,12,12,cha12           ,5.38,.00,5.38,172.,.754E-07,.637E+06,.377E-07,.00,.00,.617E+06,.208E+05,.00,177.,4.92,.446E-02,.119,.130,.00,3.85,.00,3.85
121,4,30,1996,13,13,cha13           ,2.35,.00,2.35,75.2,.226E-07,.691E+05,.113E-07,.00,.00,.654E+05,.374E+04,.00,67.9,3.12,.414E-02,.123,.138,.00,8.47,.00,8.47
152,5,31,1996,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,80.5,2.92,.822E-02,.00,.00,.00,.310E-04,.00,.310E-04
152,5,31,1996,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,118.,3.07,.553E-02,.00,.00,.00,.310E-04,.00,.310E-04
152,5,31,1996,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.274E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,76.8,2.08,.245E-02,.00,.00,.00,.310E-04,.00,.310E-04
152,5,31,1996,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.275E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,61.2,1.90,.404E-02,.00,.00,.00,.310E-04,.00,.310E-04
152,5,31,1996,5,5,cha05           ,.406E-04,.00,.409E-04,.130E-02,.658E-07,.329E-07,.329E-07,.00,.329E-07,.00,.00,.00,170.,4.72,.649E-02,.00,.00,.00,.324E-04,.00,.326E-04
152,5,31,1996,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,129.,3.39,.597E-02,.00,.00,.00,.310E-04,.00,.310E-04
152,5,31,1996,7,7,cha07           ,.706E-04,.00,.709E-04,.226E-02,.108E-06,.538E-07,.538E-07,.00,.538E-07,.00,.00,.00,237.,4.71,.231E-02,.00,.00,.00,.319E-04,.00,.320E-04
152,5,31,1996,8,8,cha08           ,.420E-02,.00,.420E-02,.134,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,61.6,2.53,.273E-02,.00,.00,.00,.183E-01,.00,.183E-01
152,5,31,1996,9,9,cha09           ,.869E-01,.00,.869E-01,2.78,.301E-06,.505,.151E-06,.00,.141E-06,.00,.505,.00,347.,6.95,.356E-02,.00,.484E-04,.00,.209E-01,.00,.209E-01
152,5,31,1996,10,10,cha10           ,.239E-01,.00,.240E-01,.766,.261E-06,.131E-06,.131E-06,.00,.131E-06,.00,.00,.00,332.,6.13,.224E-02,.00,.00,.00,.618E-02,.00,.620E-02
152,5,31,1996,11,11,cha11           ,.428E-02,.00,.429E-02,.137,.160E-06,.800E-07,.800E-07,.00,.800E-07,.00,.00,.00,253.,4.79,.144E-02,.00,.00,.00,.173E-02,.00,.174E-02
152,5,31,1996,12,12,cha12           ,.196E-01,.00,.196E-01,.628,.779E-07,.389E-07,.389E-07,.00,.389E-07,.00,.00,.00,177.,4.93,.446E-02,.00,.00,.00,.145E-01,.00,.145E-01
152,5,31,1996,13,13,cha13           ,.628E-01,.00,.629E-01,2.01,.234E-07,168.,.117E-07,.00,.942E-08,82.1,85.8,.00,68.0,3.13,.414E-02,.150E-03,.304E-02,.00,.234,.00,.234
182,6,30,1996,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,80.5,2.92,.822E-02,.00,.00,.00,.300E-04,.00,.300E-04
182,6,30,1996,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,118.,3.07,.553E-02,.00,.00,.00,.300E-04,.00,.300E-04
182,6,30,1996,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.265E-07,.132E-07,.132E-07,.00,.132E-07,.00,.00,.00,76.8,2.08,.245E-02,.00,.00,.00,.300E-04,.00,.300E-04
182,6,30,1996,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.266E-07,.133E-07,.133E-07,.00,.133E-07,.00,.00,.00,61.2,1.90,.404E-02,.00,.00,.00,.300E-04,.00,.300E-04
182,6,30,1996,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.637E-07,.318E-07,.318E-07,.00,.318E-07,.00,.00,.00,170.,4.72,.649E-02,.00,.00,.00,.300E-04,.00,.300E-04
182,6,30,1996,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,129.,3.39,.597E-02,.00,.00,.00,.300E-04,.00,.300E-04
182,6,30,1996,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.104E-06,.522E-07,.522E-07,.00,.522E-07,.00,.00,.00,237.,4.71,.231E-02,.00,.00,.00,.300E-04,.00,.300E-04
182,6,30,1996,8,8,cha08           ,.697E-05,.00,.697E-05,.223E-03,.227E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,61.6,2.53,.273E-02,.00,.00,.00,.294E-04,.00,.294E-04
182,6,30,1996,9,9,cha09           ,.129E-03,.00,.129E-03,.412E-02,.301E-06,.151E-06,.151E-06,.00,.151E-06,.00,.00,.00,347.,6.95,.356E-02,.00,.00,.00,.300E-04,.00,.301E-04
182,6,30,1996,10,10,cha10           ,.119E-03,.00,.119E-03,.382E-02,.258E-06,.129E-06,.129E-06,.00,.129E-06,.00,.00,.00,332.,6.13,.224E-02,.00,.00,.00,.298E-04,.00,.298E-04
182,6,30,1996,11,11,cha11           ,.764E-04,.00,.764E-04,.245E-02,.156E-06,.780E-07,.780E-07,.00,.780E-07,.00,.00,.00,253.,4.79,.144E-02,.00,.00,.00,.299E-04,.00,.299E-04
182,6,30,1996,12,12,cha12           ,.414E-04,.00,.414E-04,.133E-02,.754E-07,.377E-07,.377E-07,.00,.377E-07,.00,.00,.00,177.,4.93,.446E-02,.00,.00,.00,.297E-04,.00,.297E-04
182,6,30,1996,13,13,cha13           ,.886E-05,.00,.908E-05,.283E-03,.226E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,68.0,3.13,.414E-02,.00,.00,.00,.319E-04,.00,.327E-04
213,7,31,1996,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,80.5,2.92,.822E-02,.00,.00,.00,.310E-04,.00,.310E-04
213,7,31,1996,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,118.,3.07,.553E-02,.00,.00,.00,.310E-04,.00,.310E-04
213,7,31,1996,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.274E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,76.8,2.08,.245E-02,.00,.00,.00,.310E-04,.00,.310E-04
213,7,31,1996,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.275E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,61.2,1.90,.404E-02,.00,.00,.00,.310E-04,.00,.310E-04
213,7,31,1996,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.658E-07,.329E-07,.329E-07,.00,.329E-07,.00,.00,.00,170.,4.72,.649E-02,.00,.00,.00,.310E-04,.00,.310E-04
213,7,31,1996,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,129.,3.39,.597E-02,.00,.00,.00,.310E-04,.00,.310E-04
213,7,31,1996,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.108E-06,.540E-07,.540E-07,.00,.540E-07,.00,.00,.00,237.,4.71,.231E-02,.00,.00,.00,.310E-04,.00,.310E-04
213,7,31,1996,8,8,cha08           ,.697E-05,.00,.697E-05,.223E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,61.6,2.53,.273E-02,.00,.00,.00,.304E-04,.00,.304E-04
213,7,31,1996,9,9,cha09           ,.128E-03,.00,.128E-03,.409E-02,.311E-06,.156E-06,.156E-06,.00,.156E-06,.00,.00,.00,347.,6.95,.356E-02,.00,.00,.00,.308E-04,.00,.308E-04
213,7,31,1996,10,10,cha10           ,.119E-03,.00,.119E-03,.382E-02,.267E-06,.134E-06,.134E-06,.00,.134E-06,.00,.00,.00,332.,6.13,.224E-02,.00,.00,.00,.308E-04,.00,.308E-04
213,7,31,1996,11,11,cha11           ,.764E-04,.00,.764E-04,.245E-02,.161E-06,.806E-07,.806E-07,.00,.806E-07,.00,.00,.00,253.,4.79,.144E-02,.00,.00,.00,.309E-04,.00,.309E-04
213,7,31,1996,12,12,cha12           ,.414E-04,.00,.414E-04,.133E-02,.779E-07,.389E-07,.389E-07,.00,.389E-07,.00,.00,.00,177.,4.93,.446E-02,.00,.00,.00,.307E-04,.00,.307E-04
213,7,31,1996,13,13,cha13           ,.813E-05,.00,.813E-05,.260E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,68.0,3.13,.414E-02,.00,.00,.00,.303E-04,.00,.303E-04
244,8,31,1996,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,80.5,2.92,.822E-02,.00,.00,.00,.310E-04,.00,.310E-04
244,8,31,1996,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,118.,3.07,.553E-02,.00,.00,.00,.310E-04,.00,.310E-04
244,8,31,1996,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.274E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,76.8,2.08,.245E-02,.00,.00,.00,.310E-04,.00,.310E-04
244,8,31,1996,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.275E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,61.2,1.90,.404E-02,.00,.00,.00,.310E-04,.00,.310E-04
244,8,31,1996,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.658E-07,.329E-07,.329E-07,.00,.329E-07,.00,.00,.00,170.,4.72,.649E-02,.00,.00,.00,.310E-04,.00,.310E-04
244,8,31,1996,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,129.,3.39,.597E-02,.00,.00,.00,.310E-04,.00,.310E-04
244,8,31,1996,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.108E-06,.540E-07,.540E-07,.00,.540E-07,.00,.00,.00,237.,4.71,.231E-02,.00,.00,.00,.310E-04,.00,.310E-04
244,8,31,1996,8,8,cha08           ,.697E-05,.00,.697E-05,.223E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,61.6,2.53,.273E-02,.00,.00,.00,.304E-04,.00,.304E-04
244,8,31,1996,9,9,cha09           ,.128E-03,.00,.128E-03,.409E-02,.311E-06,.156E-06,.156E-06,.00,.156E-06,.00,.00,.00,347.,6.95,.356E-02,.00,.00,.00,.308E-04,.00,.308E-04
244,8,31,1996,10,10,cha10           ,.119E-03,.00,.119E-03,.382E-02,.267E-06,.134E-06,.134E-06,.00,.134E-06,.00,.00,.00,332.,6.13,.224E-02,.00,.00,.00,.308E-04,.00,.308E-04
244,8,31,1996,11,11,cha11           ,.764E-04,.00,.764E-04,.245E-02,.161E-06,.806E-07,.806E-07,.00,.806E-07,.00,.00,.00,253.,4.79,.144E-02,.00,.00,.00,.309E-04,.00,.309E-04
244,8,31,1996,12,12,cha12           ,.414E-04,.00,.414E-04,.133E-02,.779E-07,.389E-07,.389E-07,.00,.389E-07,.00,.00,.00,177.,4.93,.446E-02,.00,.00,.00,.307E-04,.00,.307E-04
244,8,31,1996,13,13,cha13           ,.813E-05,.00,.813E-05,.260E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,68.0,3.13,.414E-02,.00,.00,.00,.303E-04,.00,.303E-04
274,9,30,1996,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,80.5,2.92,.822E-02,.00,.00,.00,.300E-04,.00,.300E-04
274,9,30,1996,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,118.,3.07,.553E-02,.00,.00,.00,.300E-04,.00,.300E-04
274,9,30,1996,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.265E-07,.132E-07,.132E-07,.00,.132E-07,.00,.00,.00,76.8,2.08,.245E-02,.00,.00,.00,.300E-04,.00,.300E-04
274,9,30,1996,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.266E-07,.133E-07,.133E-07,.00,.133E-07,.00,.00,.00,61.2,1.90,.404E-02,.00,.00,.00,.300E-04,.00,.300E-04
274,9,30,1996,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.637E-07,.318E-07,.318E-07,.00,.318E-07,.00,.00,.00,170.,4.72,.649E-02,.00,.00,.00,.300E-04,.00,.300E-04
274,9,30,1996,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,129.,3.39,.597E-02,.00,.00,.00,.300E-04,.00,.300E-04
274,9,30,1996,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.104E-06,.522E-07,.522E-07,.00,.522E-07,.00,.00,.00,237.,4.71,.231E-02,.00,.00,.00,.300E-04,.00,.300E-04
274,9,30,1996,8,8,cha08           ,.697E-05,.00,.697E-05,.223E-03,.227E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,61.6,2.53,.273E-02,.00,.00,.00,.294E-04,.00,.294E-04
274,9,30,1996,9,9,cha09           ,.128E-03,.00,.128E-03,.409E-02,.301E-06,.151E-06,.151E-06,.00,.151E-06,.00,.00,.00,347.,6.95,.356E-02,.00,.00,.00,.298E-04,.00,.298E-04
274,9,30,1996,10,10,cha10           ,.119E-03,.00,.119E-03,.382E-02,.258E-06,.129E-06,.129E-06,.00,.129E-06,.00,.00,.00,332.,6.13,.224E-02,.00,.00,.00,.298E-04,.00,.298E-04
274,9,30,1996,11,11,cha11           ,.764E-04,.00,.764E-04,.245E-02,.156E-06,.780E-07,.780E-07,.00,.780E-07,.00,.00,.00,253.,4.79,.144E-02,.00,.00,.00,.299E-04,.00,.299E-04
274,9,30,1996,12,12,cha12           ,.414E-04,.00,.414E-04,.133E-02,.754E-07,.377E-07,.377E-07,.00,.377E-07,.00,.00,.00,177.,4.93,.446E-02,.00,.00,.00,.297E-04,.00,.297E-04
274,9,30,1996,13,13,cha13           ,.813E-05,.00,.813E-05,.260E-03,.226E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,68.0,3.13,.414E-02,.00,.00,.00,.293E-04,.00,.293E-04
305,10,31,1996,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,80.5,2.92,.822E-02,.00,.00,.00,.310E-04,.00,.310E-04
305,10,31,1996,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,118.,3.07,.553E-02,.00,.00,.00,.310E-04,.00,.310E-04
