 u_sabi                    SWAT+ Sep 8  2020    MODULAR Rev 2020.60.5                                     
  jday,   mon,   day,    yr,   unit , gis_id , name           ,         flo_in ,         aqu_in ,        flo_out ,          peakr,         sed_in,        sed_out,         washld,          bedld,            dep,        deg_btm,       deg_bank,         hc_sed,          width,          depth,          slope,        deg_btm,       deg_bank,         hc_len,      flo_in_mm ,      aqu_in_mm ,     flo_out_mm 
      ,      ,      ,      ,        ,        ,                ,          m^3/s ,          m^3/s ,          m^3/s ,          m^3/s,           tons,           tons,           tons,           tons,           tons,           tons,           tons,           tons,              m,              m,            m/m,              m,              m,              m,             mm ,             mm ,             mm 
365,12,31,1993,12,12,cha12           ,.912,.00,.912,29.2,.159E+04,.333E+05,796.,.00,.00,.293E+05,.321E+04,.00,177.,3.93,.447E-02,.551E-02,.243E-01,.00,.675,.00,.675
365,12,31,1993,13,13,cha13           ,.739,.00,.739,23.6,.234E-07,.132E+05,.117E-07,.00,.00,.122E+05,.104E+04,.00,67.1,2.14,.418E-02,.226E-01,.542E-01,.00,2.75,.00,2.75
31,1,31,1994,1,1,cha01           ,.366,.00,.366,11.7,.282E+05,.406E+05,.141E+05,.00,15.4,.255E+05,989.,.00,80.0,2.20,.824E-02,.263E-01,.332E-01,.00,1.01,.00,1.01
31,1,31,1994,2,2,cha02           ,.210,.00,.210,6.71,.331E+04,.129E+05,.166E+04,.00,190.,.107E+05,538.,.00,118.,2.79,.554E-02,.491E-02,.933E-02,.00,.303,.00,.303
31,1,31,1994,3,3,cha03           ,.121,.00,.121,3.87,.915E+04,.562E+04,.458E+04,.00,.132E-07,1000.,40.3,.00,76.7,2.03,.246E-02,.235E-02,.320E-02,.00,.358,.00,.358
31,1,31,1994,4,4,cha04           ,.188,.00,.188,6.00,.113E+05,.766E+04,.565E+04,.00,558.,.193E+04,75.6,.00,61.1,1.81,.405E-02,.101E-01,.120E-01,.00,.812,.00,.812
31,1,31,1994,5,5,cha05           ,4.91,.00,4.91,157.,.315E+05,.317E+06,.158E+05,.00,.00,.294E+06,.752E+04,.00,169.,3.82,.651E-02,.179,.181,.00,3.91,.00,3.91
31,1,31,1994,6,6,cha06           ,.403E-01,.00,.403E-01,1.29,.231E-07,76.5,.116E-07,.00,.101E-07,.00,76.5,.00,129.,2.95,.598E-02,.00,.926E-03,.00,.501E-01,.00,.501E-01
31,1,31,1994,7,7,cha07           ,5.13,.00,5.13,164.,.329E+05,.504E+05,.164E+05,.00,320.,.326E+05,.143E+04,.00,237.,4.35,.233E-02,.241E-01,.517E-01,.00,2.32,.00,2.32
31,1,31,1994,8,8,cha08           ,1.96,.00,1.96,62.8,.234E-07,.171E+05,.117E-07,.00,.00,.163E+05,831.,.00,61.1,1.98,.277E-02,.648E-01,.912E-01,.00,8.55,.00,8.55
31,1,31,1994,9,9,cha09           ,21.5,.00,21.5,689.,.569E+05,.122E+06,.285E+05,.00,.00,.915E+05,.174E+04,.00,346.,5.93,.380E-02,.197,.195,.00,5.19,.00,5.19
31,1,31,1994,10,10,cha10           ,13.5,.00,13.5,431.,.541E+05,.918E+05,.270E+05,.00,.00,.631E+05,.161E+04,.00,331.,5.54,.231E-02,.683E-01,.935E-01,.00,3.48,.00,3.48
31,1,31,1994,11,11,cha11           ,7.10,.00,7.10,227.,.330E+05,.233E+05,.165E+05,.00,958.,.645E+04,411.,.00,253.,4.50,.148E-02,.123E-01,.394E-01,.00,2.87,.00,2.87
31,1,31,1994,12,12,cha12           ,6.34,.00,6.34,203.,.205E+05,.821E+06,.102E+05,.00,.00,.790E+06,.211E+05,.00,177.,3.96,.447E-02,.149,.158,.00,4.69,.00,4.69
31,1,31,1994,13,13,cha13           ,8.06,.00,8.06,258.,.280E+04,.209E+06,.140E+04,.00,.00,.192E+06,.622E+04,.101E+05,67.1,2.18,.418E-02,.354,.315,1.82,30.0,.00,30.0
59,2,28,1994,1,1,cha01           ,.319E-01,.00,.319E-01,1.02,578.,.129E+04,289.,.00,.857E-08,909.,87.4,.00,80.0,2.20,.824E-02,.104E-02,.324E-02,.00,.797E-01,.00,.798E-01
59,2,28,1994,2,2,cha02           ,1.82,.00,1.82,58.2,.957E+05,.178E+06,.478E+05,.00,.896E-08,.128E+06,.268E+04,.00,118.,2.81,.554E-02,.648E-01,.515E-01,.00,2.37,.00,2.37
59,2,28,1994,3,3,cha03           ,.720,.00,.720,23.0,.324E+05,.254E+05,.162E+05,.00,.119E-07,.900E+04,229.,.00,76.7,2.04,.246E-02,.235E-01,.202E-01,.00,1.92,.00,1.92
59,2,28,1994,4,4,cha04           ,.571E-01,.00,.571E-01,1.83,.441E+04,.278E+04,.221E+04,.00,.120E-07,547.,22.9,.00,61.1,1.81,.405E-02,.317E-02,.401E-02,.00,.223,.00,.223
59,2,28,1994,5,5,cha05           ,7.89,.00,7.89,252.,.963E+05,.443E+06,.481E+05,.00,.00,.386E+06,.930E+04,.00,169.,3.90,.651E-02,.260,.243,.00,5.68,.00,5.68
59,2,28,1994,6,6,cha06           ,.127E-01,.00,.127E-01,.405,350.,218.,175.,.00,133.,.00,42.5,.00,129.,2.95,.598E-02,.00,.570E-03,.00,.142E-01,.00,.142E-01
59,2,28,1994,7,7,cha07           ,7.90,.00,7.90,253.,.966E+05,.106E+06,.483E+05,.00,.00,.557E+05,.183E+04,.00,237.,4.36,.233E-02,.456E-01,.730E-01,.00,3.23,.00,3.23
59,2,28,1994,8,8,cha08           ,2.32,.00,2.32,74.4,.212E-07,.193E+05,.106E-07,.00,.00,.184E+05,881.,.00,61.1,2.01,.277E-02,.811E-01,.106,.00,9.15,.00,9.15
59,2,28,1994,9,9,cha09           ,24.1,.00,24.1,772.,.133E+06,.164E+06,.667E+05,.00,.00,.956E+05,.178E+04,.00,346.,6.00,.378E-02,.228,.219,.00,5.25,.00,5.25
59,2,28,1994,10,10,cha10           ,18.3,.00,18.3,584.,.133E+06,.148E+06,.667E+05,.00,.00,.799E+05,.183E+04,.00,332.,5.57,.230E-02,.957E-01,.117,.00,4.26,.00,4.26
59,2,28,1994,11,11,cha11           ,10.2,.00,10.2,327.,.966E+05,.612E+05,.483E+05,.00,.00,.124E+05,517.,.00,253.,4.51,.148E-02,.261E-01,.548E-01,.00,3.74,.00,3.74
59,2,28,1994,12,12,cha12           ,8.03,.00,8.03,257.,.368E+05,.926E+06,.184E+05,.00,.00,.884E+06,.227E+05,.00,177.,4.01,.447E-02,.184,.186,.00,5.37,.00,5.37
59,2,28,1994,13,13,cha13           ,5.88,.00,5.88,188.,2.76,.156E+06,1.38,.00,.00,.150E+06,.520E+04,.00,67.2,2.30,.417E-02,.307,.279,.00,19.8,.00,19.8
90,3,31,1994,1,1,cha01           ,.112E-04,.00,.113E-04,.358E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,80.0,2.20,.824E-02,.00,.00,.00,.310E-04,.00,.314E-04
90,3,31,1994,2,2,cha02           ,.215E-04,.00,.217E-04,.687E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,118.,2.81,.554E-02,.00,.00,.00,.310E-04,.00,.313E-04
90,3,31,1994,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.274E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,76.7,2.04,.246E-02,.00,.00,.00,.310E-04,.00,.310E-04
90,3,31,1994,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.275E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,61.1,1.81,.405E-02,.00,.00,.00,.310E-04,.00,.310E-04
90,3,31,1994,5,5,cha05           ,.312,.00,.312,9.99,.656E-07,.122E+05,.328E-07,.00,.223E-07,.116E+05,598.,.00,169.,3.93,.651E-02,.707E-02,.140E-01,.00,.249,.00,.249
90,3,31,1994,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,129.,2.95,.598E-02,.00,.00,.00,.310E-04,.00,.310E-04
90,3,31,1994,7,7,cha07           ,.312,.00,.312,9.99,.107E-06,45.9,.535E-07,.00,.432E-07,.00,45.9,.00,237.,4.37,.233E-02,.00,.165E-02,.00,.141,.00,.141
90,3,31,1994,8,8,cha08           ,.215,.00,.215,6.87,.234E-07,698.,.117E-07,.00,.794E-08,614.,84.8,.00,61.1,2.02,.277E-02,.244E-02,.915E-02,.00,.936,.00,.936
90,3,31,1994,9,9,cha09           ,3.47,.00,3.47,111.,.306E-06,.105E+05,.153E-06,.00,.234E-07,.101E+05,364.,.00,346.,6.04,.377E-02,.218E-01,.402E-01,.00,.834,.00,.834
90,3,31,1994,10,10,cha10           ,1.25,.00,1.25,39.9,.263E-06,.171E+04,.132E-06,.00,.930E-07,.157E+04,134.,.00,332.,5.58,.230E-02,.170E-02,.773E-02,.00,.322,.00,.322
90,3,31,1994,11,11,cha11           ,.527,.00,.527,16.9,.159E-06,12.9,.796E-07,.00,.641E-07,.00,12.9,.00,253.,4.51,.148E-02,.00,.123E-02,.00,.213,.00,.213
90,3,31,1994,12,12,cha12           ,.718,.00,.719,23.0,.779E-07,.628E+05,.389E-07,.00,.239E-07,.601E+05,.269E+04,.00,177.,4.03,.447E-02,.113E-01,.198E-01,.00,.532,.00,.532
90,3,31,1994,13,13,cha13           ,2.22,.00,2.22,71.0,.234E-07,.667E+05,.117E-07,.00,.00,.639E+05,.275E+04,.00,67.3,2.36,.417E-02,.118,.129,.00,8.27,.00,8.27
120,4,30,1994,1,1,cha01           ,.687E-01,.00,.687E-01,2.20,.886E+04,.114E+05,.443E+04,.00,.108E-07,.680E+04,204.,.00,80.0,2.21,.824E-02,.726E-02,.707E-02,.00,.184,.00,.184
120,4,30,1994,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,118.,2.81,.554E-02,.00,.00,.00,.300E-04,.00,.300E-04
120,4,30,1994,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.265E-07,.132E-07,.132E-07,.00,.132E-07,.00,.00,.00,76.7,2.04,.246E-02,.00,.00,.00,.300E-04,.00,.300E-04
120,4,30,1994,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.266E-07,.133E-07,.133E-07,.00,.133E-07,.00,.00,.00,61.1,1.81,.405E-02,.00,.00,.00,.300E-04,.00,.300E-04
120,4,30,1994,5,5,cha05           ,.687E-01,.00,.687E-01,2.20,.886E+04,.828E+04,.443E+04,.00,3.93,.372E+04,134.,.00,169.,3.93,.651E-02,.234E-02,.323E-02,.00,.530E-01,.00,.530E-01
120,4,30,1994,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,129.,2.95,.598E-02,.00,.00,.00,.300E-04,.00,.300E-04
120,4,30,1994,7,7,cha07           ,.687E-01,.00,.687E-01,2.20,.886E+04,.445E+04,.443E+04,.00,9.58,.00,15.9,.00,237.,4.37,.233E-02,.00,.588E-03,.00,.301E-01,.00,.301E-01
120,4,30,1994,8,8,cha08           ,.138E-04,.00,.142E-04,.441E-03,.227E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,61.1,2.02,.277E-02,.00,.00,.00,.581E-04,.00,.599E-04
120,4,30,1994,9,9,cha09           ,.783E-01,.00,.784E-01,2.51,.886E+04,.444E+04,.443E+04,.00,38.9,2.72,6.80,.00,346.,6.04,.377E-02,.604E-05,.774E-03,.00,.183E-01,.00,.183E-01
120,4,30,1994,10,10,cha10           ,.688E-01,.00,.688E-01,2.20,.886E+04,.444E+04,.443E+04,.00,28.8,.00,4.96,.00,332.,5.58,.230E-02,.00,.295E-03,.00,.172E-01,.00,.172E-01
120,4,30,1994,11,11,cha11           ,.687E-01,.00,.687E-01,2.20,.886E+04,.443E+04,.443E+04,.00,18.4,.00,1.66,.00,253.,4.51,.148E-02,.00,.164E-03,.00,.269E-01,.00,.269E-01
120,4,30,1994,12,12,cha12           ,.656E-04,.00,.666E-04,.210E-02,.754E-07,.377E-07,.377E-07,.00,.377E-07,.00,.00,.00,177.,4.04,.447E-02,.00,.00,.00,.470E-04,.00,.477E-04
120,4,30,1994,13,13,cha13           ,.952E-02,.00,.953E-02,.305,.226E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,67.3,2.37,.417E-02,.00,.00,.00,.343E-01,.00,.344E-01
151,5,31,1994,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,80.0,2.21,.824E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1994,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,118.,2.81,.554E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1994,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.274E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,76.7,2.04,.246E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1994,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.275E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,61.1,1.81,.405E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1994,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.658E-07,.329E-07,.329E-07,.00,.329E-07,.00,.00,.00,169.,3.93,.651E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1994,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,129.,2.95,.598E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1994,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.108E-06,.540E-07,.540E-07,.00,.540E-07,.00,.00,.00,237.,4.37,.233E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1994,8,8,cha08           ,.697E-05,.00,.697E-05,.223E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,61.1,2.02,.277E-02,.00,.00,.00,.304E-04,.00,.304E-04
151,5,31,1994,9,9,cha09           ,.128E-03,.00,.128E-03,.409E-02,.311E-06,.156E-06,.156E-06,.00,.156E-06,.00,.00,.00,346.,6.04,.377E-02,.00,.00,.00,.308E-04,.00,.308E-04
151,5,31,1994,10,10,cha10           ,.119E-03,.00,.119E-03,.382E-02,.267E-06,.134E-06,.134E-06,.00,.134E-06,.00,.00,.00,332.,5.58,.230E-02,.00,.00,.00,.308E-04,.00,.308E-04
151,5,31,1994,11,11,cha11           ,.764E-04,.00,.764E-04,.245E-02,.161E-06,.806E-07,.806E-07,.00,.806E-07,.00,.00,.00,253.,4.51,.148E-02,.00,.00,.00,.309E-04,.00,.309E-04
151,5,31,1994,12,12,cha12           ,.414E-04,.00,.414E-04,.133E-02,.779E-07,.389E-07,.389E-07,.00,.389E-07,.00,.00,.00,177.,4.04,.447E-02,.00,.00,.00,.307E-04,.00,.307E-04
151,5,31,1994,13,13,cha13           ,.813E-05,.00,.813E-05,.260E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,67.3,2.37,.417E-02,.00,.00,.00,.303E-04,.00,.303E-04
181,6,30,1994,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,80.0,2.21,.824E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1994,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,118.,2.81,.554E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1994,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.265E-07,.132E-07,.132E-07,.00,.132E-07,.00,.00,.00,76.7,2.04,.246E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1994,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.266E-07,.133E-07,.133E-07,.00,.133E-07,.00,.00,.00,61.1,1.81,.405E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1994,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.637E-07,.318E-07,.318E-07,.00,.318E-07,.00,.00,.00,169.,3.93,.651E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1994,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,129.,2.95,.598E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1994,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.104E-06,.522E-07,.522E-07,.00,.522E-07,.00,.00,.00,237.,4.37,.233E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1994,8,8,cha08           ,.697E-05,.00,.697E-05,.223E-03,.227E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,61.1,2.02,.277E-02,.00,.00,.00,.294E-04,.00,.294E-04
181,6,30,1994,9,9,cha09           ,.128E-03,.00,.128E-03,.409E-02,.301E-06,.151E-06,.151E-06,.00,.151E-06,.00,.00,.00,346.,6.04,.377E-02,.00,.00,.00,.298E-04,.00,.298E-04
181,6,30,1994,10,10,cha10           ,.119E-03,.00,.119E-03,.382E-02,.258E-06,.129E-06,.129E-06,.00,.129E-06,.00,.00,.00,332.,5.58,.230E-02,.00,.00,.00,.298E-04,.00,.298E-04
181,6,30,1994,11,11,cha11           ,.764E-04,.00,.764E-04,.245E-02,.156E-06,.780E-07,.780E-07,.00,.780E-07,.00,.00,.00,253.,4.51,.148E-02,.00,.00,.00,.299E-04,.00,.299E-04
181,6,30,1994,12,12,cha12           ,.414E-04,.00,.414E-04,.133E-02,.754E-07,.377E-07,.377E-07,.00,.377E-07,.00,.00,.00,177.,4.04,.447E-02,.00,.00,.00,.297E-04,.00,.297E-04
181,6,30,1994,13,13,cha13           ,.813E-05,.00,.813E-05,.260E-03,.226E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,67.3,2.37,.417E-02,.00,.00,.00,.293E-04,.00,.293E-04
212,7,31,1994,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,80.0,2.21,.824E-02,.00,.00,.00,.310E-04,.00,.310E-04
212,7,31,1994,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,118.,2.81,.554E-02,.00,.00,.00,.310E-04,.00,.310E-04
212,7,31,1994,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.274E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,76.7,2.04,.246E-02,.00,.00,.00,.310E-04,.00,.310E-04
212,7,31,1994,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.275E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,61.1,1.81,.405E-02,.00,.00,.00,.310E-04,.00,.310E-04
212,7,31,1994,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.658E-07,.329E-07,.329E-07,.00,.329E-07,.00,.00,.00,169.,3.93,.651E-02,.00,.00,.00,.310E-04,.00,.310E-04
212,7,31,1994,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,129.,2.95,.598E-02,.00,.00,.00,.310E-04,.00,.310E-04
212,7,31,1994,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.108E-06,.540E-07,.540E-07,.00,.540E-07,.00,.00,.00,237.,4.37,.233E-02,.00,.00,.00,.310E-04,.00,.310E-04
212,7,31,1994,8,8,cha08           ,.697E-05,.00,.697E-05,.223E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,61.1,2.02,.277E-02,.00,.00,.00,.304E-04,.00,.304E-04
212,7,31,1994,9,9,cha09           ,.128E-03,.00,.128E-03,.409E-02,.311E-06,.156E-06,.156E-06,.00,.156E-06,.00,.00,.00,346.,6.04,.377E-02,.00,.00,.00,.308E-04,.00,.308E-04
212,7,31,1994,10,10,cha10           ,.119E-03,.00,.119E-03,.382E-02,.267E-06,.134E-06,.134E-06,.00,.134E-06,.00,.00,.00,332.,5.58,.230E-02,.00,.00,.00,.308E-04,.00,.308E-04
212,7,31,1994,11,11,cha11           ,.764E-04,.00,.764E-04,.245E-02,.161E-06,.806E-07,.806E-07,.00,.806E-07,.00,.00,.00,253.,4.51,.148E-02,.00,.00,.00,.309E-04,.00,.309E-04
212,7,31,1994,12,12,cha12           ,.414E-04,.00,.414E-04,.133E-02,.779E-07,.389E-07,.389E-07,.00,.389E-07,.00,.00,.00,177.,4.04,.447E-02,.00,.00,.00,.307E-04,.00,.307E-04
212,7,31,1994,13,13,cha13           ,.813E-05,.00,.813E-05,.260E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,67.3,2.37,.417E-02,.00,.00,.00,.303E-04,.00,.303E-04
243,8,31,1994,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,80.0,2.21,.824E-02,.00,.00,.00,.310E-04,.00,.310E-04
243,8,31,1994,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,118.,2.81,.554E-02,.00,.00,.00,.310E-04,.00,.310E-04
243,8,31,1994,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.274E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,76.7,2.04,.246E-02,.00,.00,.00,.310E-04,.00,.310E-04
243,8,31,1994,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.275E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,61.1,1.81,.405E-02,.00,.00,.00,.310E-04,.00,.310E-04
243,8,31,1994,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.658E-07,.329E-07,.329E-07,.00,.329E-07,.00,.00,.00,169.,3.93,.651E-02,.00,.00,.00,.310E-04,.00,.310E-04
243,8,31,1994,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,129.,2.95,.598E-02,.00,.00,.00,.310E-04,.00,.310E-04
243,8,31,1994,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.108E-06,.540E-07,.540E-07,.00,.540E-07,.00,.00,.00,237.,4.37,.233E-02,.00,.00,.00,.310E-04,.00,.310E-04
243,8,31,1994,8,8,cha08           ,.697E-05,.00,.697E-05,.223E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,61.1,2.02,.277E-02,.00,.00,.00,.304E-04,.00,.304E-04
243,8,31,1994,9,9,cha09           ,.128E-03,.00,.128E-03,.409E-02,.311E-06,.156E-06,.156E-06,.00,.156E-06,.00,.00,.00,346.,6.04,.377E-02,.00,.00,.00,.308E-04,.00,.308E-04
243,8,31,1994,10,10,cha10           ,.119E-03,.00,.119E-03,.382E-02,.267E-06,.134E-06,.134E-06,.00,.134E-06,.00,.00,.00,332.,5.58,.230E-02,.00,.00,.00,.308E-04,.00,.308E-04
243,8,31,1994,11,11,cha11           ,.764E-04,.00,.764E-04,.245E-02,.161E-06,.806E-07,.806E-07,.00,.806E-07,.00,.00,.00,253.,4.51,.148E-02,.00,.00,.00,.309E-04,.00,.309E-04
243,8,31,1994,12,12,cha12           ,.414E-04,.00,.414E-04,.133E-02,.779E-07,.389E-07,.389E-07,.00,.389E-07,.00,.00,.00,177.,4.04,.447E-02,.00,.00,.00,.307E-04,.00,.307E-04
243,8,31,1994,13,13,cha13           ,.813E-05,.00,.813E-05,.260E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,67.3,2.37,.417E-02,.00,.00,.00,.303E-04,.00,.303E-04
273,9,30,1994,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,80.0,2.21,.824E-02,.00,.00,.00,.300E-04,.00,.300E-04
273,9,30,1994,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,118.,2.81,.554E-02,.00,.00,.00,.300E-04,.00,.300E-04
273,9,30,1994,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.265E-07,.132E-07,.132E-07,.00,.132E-07,.00,.00,.00,76.7,2.04,.246E-02,.00,.00,.00,.300E-04,.00,.300E-04
273,9,30,1994,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.266E-07,.133E-07,.133E-07,.00,.133E-07,.00,.00,.00,61.1,1.81,.405E-02,.00,.00,.00,.300E-04,.00,.300E-04
273,9,30,1994,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.637E-07,.318E-07,.318E-07,.00,.318E-07,.00,.00,.00,169.,3.93,.651E-02,.00,.00,.00,.300E-04,.00,.300E-04
273,9,30,1994,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,129.,2.95,.598E-02,.00,.00,.00,.300E-04,.00,.300E-04
273,9,30,1994,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.104E-06,.522E-07,.522E-07,.00,.522E-07,.00,.00,.00,237.,4.37,.233E-02,.00,.00,.00,.300E-04,.00,.300E-04
273,9,30,1994,8,8,cha08           ,.697E-05,.00,.697E-05,.223E-03,.227E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,61.1,2.02,.277E-02,.00,.00,.00,.294E-04,.00,.294E-04
273,9,30,1994,9,9,cha09           ,.128E-03,.00,.128E-03,.409E-02,.301E-06,.151E-06,.151E-06,.00,.151E-06,.00,.00,.00,346.,6.04,.377E-02,.00,.00,.00,.298E-04,.00,.298E-04
273,9,30,1994,10,10,cha10           ,.119E-03,.00,.119E-03,.382E-02,.258E-06,.129E-06,.129E-06,.00,.129E-06,.00,.00,.00,332.,5.58,.230E-02,.00,.00,.00,.298E-04,.00,.298E-04
273,9,30,1994,11,11,cha11           ,.764E-04,.00,.764E-04,.245E-02,.156E-06,.780E-07,.780E-07,.00,.780E-07,.00,.00,.00,253.,4.51,.148E-02,.00,.00,.00,.299E-04,.00,.299E-04
273,9,30,1994,12,12,cha12           ,.414E-04,.00,.414E-04,.133E-02,.754E-07,.377E-07,.377E-07,.00,.377E-07,.00,.00,.00,177.,4.04,.447E-02,.00,.00,.00,.297E-04,.00,.297E-04
273,9,30,1994,13,13,cha13           ,.813E-05,.00,.813E-05,.260E-03,.226E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,67.3,2.37,.417E-02,.00,.00,.00,.293E-04,.00,.293E-04
304,10,31,1994,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,80.0,2.21,.824E-02,.00,.00,.00,.310E-04,.00,.310E-04
304,10,31,1994,2,2,cha02           ,.394E-02,.00,.394E-02,.126,149.,75.6,74.3,.00,73.0,.00,1.30,.00,118.,2.81,.554E-02,.00,.224E-04,.00,.568E-02,.00,.568E-02
304,10,31,1994,3,3,cha03           ,.497,.00,.497,15.9,.577E+05,.364E+05,.289E+05,.00,.132E-07,.738E+04,194.,.00,76.7,2.04,.246E-02,.174E-01,.154E-01,.00,1.47,.00,1.47
