Jday,Day,Month,Year,HRUID,GIS_ID,HRU,Area(km2),lateral_flow(m3),surface_runoff(m3),ET(m3)
257,9,14,1994,11,11,hru11           ,79.8,.00,.769E-01,.228
257,9,14,1994,12,12,hru12           ,132.,.00,.131,.378
257,9,14,1994,13,13,hru13           ,35.1,.00,.349E-01,.107
258,9,15,1994,1,1,hru01           ,.186E+04,.00,1.85,5.31
258,9,15,1994,2,2,hru02           ,.215E+04,.00,2.15,.00
258,9,15,1994,3,3,hru03           ,968.,.00,.968,.00
258,9,15,1994,4,4,hru04           ,905.,.00,.905,.00
258,9,15,1994,5,5,hru05           ,.209E+04,.00,2.05,6.37
258,9,15,1994,6,6,hru06           ,536.,.00,.535,1.63
258,9,15,1994,7,7,hru07           ,619.,.00,.619,.00
258,9,15,1994,8,8,hru08           ,615.,.00,.603,1.87
258,9,15,1994,9,9,hru09           ,719.,.00,.703,2.19
258,9,15,1994,10,10,hru10           ,414.,.00,.414,1.18
258,9,15,1994,11,11,hru11           ,79.8,.00,.769E-01,.228
258,9,15,1994,12,12,hru12           ,132.,.00,.131,.378
258,9,15,1994,13,13,hru13           ,35.1,.00,.349E-01,.107
259,9,16,1994,1,1,hru01           ,.186E+04,.00,1.85,5.31
259,9,16,1994,2,2,hru02           ,.215E+04,.00,2.15,.00
259,9,16,1994,3,3,hru03           ,968.,.00,.968,.00
259,9,16,1994,4,4,hru04           ,905.,.00,.905,.00
259,9,16,1994,5,5,hru05           ,.209E+04,.00,2.05,6.37
259,9,16,1994,6,6,hru06           ,536.,.00,.535,1.63
259,9,16,1994,7,7,hru07           ,619.,.00,.619,.00
259,9,16,1994,8,8,hru08           ,615.,.00,.603,1.87
259,9,16,1994,9,9,hru09           ,719.,.00,.703,2.19
259,9,16,1994,10,10,hru10           ,414.,.00,.414,.705E+05
259,9,16,1994,11,11,hru11           ,79.8,.00,.769E-01,.298E+04
259,9,16,1994,12,12,hru12           ,132.,.00,.131,.230E+05
259,9,16,1994,13,13,hru13           ,35.1,.00,.349E-01,.437E+05
260,9,17,1994,1,1,hru01           ,.186E+04,.00,1.85,5.31
260,9,17,1994,2,2,hru02           ,.215E+04,.00,2.15,.00
260,9,17,1994,3,3,hru03           ,968.,.00,.968,.00
260,9,17,1994,4,4,hru04           ,905.,.00,.905,.00
260,9,17,1994,5,5,hru05           ,.209E+04,.00,2.05,6.37
260,9,17,1994,6,6,hru06           ,536.,.00,.535,1.63
260,9,17,1994,7,7,hru07           ,619.,.00,.619,.00
260,9,17,1994,8,8,hru08           ,615.,.00,.603,1.87
260,9,17,1994,9,9,hru09           ,719.,.00,.703,2.19
260,9,17,1994,10,10,hru10           ,414.,.00,.414,.573E+06
260,9,17,1994,11,11,hru11           ,79.8,.00,.769E-01,.121E+06
260,9,17,1994,12,12,hru12           ,132.,.00,.131,.183E+06
260,9,17,1994,13,13,hru13           ,35.1,.00,.349E-01,.184E+05
261,9,18,1994,1,1,hru01           ,.186E+04,.00,1.85,5.31
261,9,18,1994,2,2,hru02           ,.215E+04,.00,2.15,.00
261,9,18,1994,3,3,hru03           ,968.,.00,.968,.00
261,9,18,1994,4,4,hru04           ,905.,.00,.905,.00
261,9,18,1994,5,5,hru05           ,.209E+04,.00,2.05,5.99
261,9,18,1994,6,6,hru06           ,536.,.00,.535,1.53
261,9,18,1994,7,7,hru07           ,619.,.00,.619,.00
261,9,18,1994,8,8,hru08           ,615.,.00,.603,1.76
261,9,18,1994,9,9,hru09           ,719.,.00,.703,2.06
261,9,18,1994,10,10,hru10           ,414.,.00,.414,1.18
261,9,18,1994,11,11,hru11           ,79.8,.00,.769E-01,.228
261,9,18,1994,12,12,hru12           ,132.,.00,.131,.378
261,9,18,1994,13,13,hru13           ,35.1,.00,.349E-01,.107
262,9,19,1994,1,1,hru01           ,.186E+04,.00,1.85,5.31
262,9,19,1994,2,2,hru02           ,.215E+04,.00,2.15,.00
262,9,19,1994,3,3,hru03           ,968.,.00,.968,.00
262,9,19,1994,4,4,hru04           ,905.,.00,.905,.00
262,9,19,1994,5,5,hru05           ,.209E+04,.00,2.05,5.99
262,9,19,1994,6,6,hru06           ,536.,.00,.535,1.53
262,9,19,1994,7,7,hru07           ,619.,.00,.619,.00
262,9,19,1994,8,8,hru08           ,615.,.00,.603,1.76
262,9,19,1994,9,9,hru09           ,719.,.00,.703,2.06
262,9,19,1994,10,10,hru10           ,414.,.00,.414,1.18
262,9,19,1994,11,11,hru11           ,79.8,.00,.769E-01,.228
262,9,19,1994,12,12,hru12           ,132.,.00,.131,.378
262,9,19,1994,13,13,hru13           ,35.1,.00,.349E-01,.107
263,9,20,1994,1,1,hru01           ,.186E+04,.00,1.85,5.31
263,9,20,1994,2,2,hru02           ,.215E+04,.00,2.15,.00
263,9,20,1994,3,3,hru03           ,968.,.00,.968,.00
263,9,20,1994,4,4,hru04           ,905.,.00,.905,.00
263,9,20,1994,5,5,hru05           ,.209E+04,.00,2.05,6.37
263,9,20,1994,6,6,hru06           ,536.,.00,.535,1.63
263,9,20,1994,7,7,hru07           ,619.,.00,.619,.00
263,9,20,1994,8,8,hru08           ,615.,.00,.603,1.87
263,9,20,1994,9,9,hru09           ,719.,.00,.703,2.19
263,9,20,1994,10,10,hru10           ,414.,.00,.414,1.18
263,9,20,1994,11,11,hru11           ,79.8,.00,.769E-01,.228
263,9,20,1994,12,12,hru12           ,132.,.00,.131,.378
263,9,20,1994,13,13,hru13           ,35.1,.00,.349E-01,.107
264,9,21,1994,1,1,hru01           ,.186E+04,.00,1.85,5.31
264,9,21,1994,2,2,hru02           ,.215E+04,.00,2.15,.00
264,9,21,1994,3,3,hru03           ,968.,.00,.968,.00
264,9,21,1994,4,4,hru04           ,905.,.00,.905,.00
264,9,21,1994,5,5,hru05           ,.209E+04,.00,2.05,6.37
264,9,21,1994,6,6,hru06           ,536.,.00,.535,1.63
264,9,21,1994,7,7,hru07           ,619.,.00,.619,.00
264,9,21,1994,8,8,hru08           ,615.,.00,.603,1.87
264,9,21,1994,9,9,hru09           ,719.,.00,.703,2.19
264,9,21,1994,10,10,hru10           ,414.,.00,.414,1.18
264,9,21,1994,11,11,hru11           ,79.8,.00,.769E-01,.228
264,9,21,1994,12,12,hru12           ,132.,.00,.131,.378
264,9,21,1994,13,13,hru13           ,35.1,.00,.349E-01,.107
265,9,22,1994,1,1,hru01           ,.186E+04,.00,1.85,5.31
265,9,22,1994,2,2,hru02           ,.215E+04,.00,2.15,.00
265,9,22,1994,3,3,hru03           ,968.,.00,.968,.00
265,9,22,1994,4,4,hru04           ,905.,.00,.905,.00
265,9,22,1994,5,5,hru05           ,.209E+04,.00,2.05,6.37
265,9,22,1994,6,6,hru06           ,536.,.00,.535,1.63
265,9,22,1994,7,7,hru07           ,619.,.00,.619,.00
265,9,22,1994,8,8,hru08           ,615.,.00,.603,1.87
265,9,22,1994,9,9,hru09           ,719.,.00,.703,2.19
265,9,22,1994,10,10,hru10           ,414.,.00,.414,1.18
265,9,22,1994,11,11,hru11           ,79.8,.00,.769E-01,.228
265,9,22,1994,12,12,hru12           ,132.,.00,.131,.378
265,9,22,1994,13,13,hru13           ,35.1,.00,.349E-01,.107
266,9,23,1994,1,1,hru01           ,.186E+04,.00,1.85,5.31
266,9,23,1994,2,2,hru02           ,.215E+04,.00,2.15,.00
266,9,23,1994,3,3,hru03           ,968.,.00,.968,.00
266,9,23,1994,4,4,hru04           ,905.,.00,.905,.00
266,9,23,1994,5,5,hru05           ,.209E+04,.00,2.05,6.37
266,9,23,1994,6,6,hru06           ,536.,.00,.535,1.63
266,9,23,1994,7,7,hru07           ,619.,.00,.619,.00
266,9,23,1994,8,8,hru08           ,615.,.00,.603,1.87
266,9,23,1994,9,9,hru09           ,719.,.00,.703,2.19
266,9,23,1994,10,10,hru10           ,414.,.00,.414,1.18
266,9,23,1994,11,11,hru11           ,79.8,.00,.769E-01,.228
266,9,23,1994,12,12,hru12           ,132.,.00,.131,.378
266,9,23,1994,13,13,hru13           ,35.1,.00,.349E-01,.107
267,9,24,1994,1,1,hru01           ,.186E+04,.00,1.85,5.31
267,9,24,1994,2,2,hru02           ,.215E+04,.00,2.15,.00
267,9,24,1994,3,3,hru03           ,968.,.00,.968,.00
267,9,24,1994,4,4,hru04           ,905.,.00,.905,.00
267,9,24,1994,5,5,hru05           ,.209E+04,.00,2.05,5.99
267,9,24,1994,6,6,hru06           ,536.,.00,.535,1.53
267,9,24,1994,7,7,hru07           ,619.,.00,.619,.00
267,9,24,1994,8,8,hru08           ,615.,.00,.603,1.76
267,9,24,1994,9,9,hru09           ,719.,.00,.703,2.06
267,9,24,1994,10,10,hru10           ,414.,.00,.414,1.18
267,9,24,1994,11,11,hru11           ,79.8,.00,.769E-01,.228
267,9,24,1994,12,12,hru12           ,132.,.00,.131,.378
267,9,24,1994,13,13,hru13           ,35.1,.00,.349E-01,.107
268,9,25,1994,1,1,hru01           ,.186E+04,.00,1.85,5.31
268,9,25,1994,2,2,hru02           ,.215E+04,.00,2.15,.00
268,9,25,1994,3,3,hru03           ,968.,.00,.968,.00
268,9,25,1994,4,4,hru04           ,905.,.00,.905,.00
268,9,25,1994,5,5,hru05           ,.209E+04,.00,2.05,5.99
268,9,25,1994,6,6,hru06           ,536.,.00,.535,1.53
268,9,25,1994,7,7,hru07           ,619.,.00,.619,.00
268,9,25,1994,8,8,hru08           ,615.,.00,.603,1.76
268,9,25,1994,9,9,hru09           ,719.,.00,.703,2.06
268,9,25,1994,10,10,hru10           ,414.,.00,.414,1.18
268,9,25,1994,11,11,hru11           ,79.8,.00,.769E-01,.228
268,9,25,1994,12,12,hru12           ,132.,.00,.131,.378
268,9,25,1994,13,13,hru13           ,35.1,.00,.349E-01,.107
269,9,26,1994,1,1,hru01           ,.186E+04,.00,1.85,5.31
269,9,26,1994,2,2,hru02           ,.215E+04,.00,2.15,.00
269,9,26,1994,3,3,hru03           ,968.,.00,.968,.00
269,9,26,1994,4,4,hru04           ,905.,.00,.905,.00
269,9,26,1994,5,5,hru05           ,.209E+04,.00,2.05,5.99
269,9,26,1994,6,6,hru06           ,536.,.00,.535,1.53
269,9,26,1994,7,7,hru07           ,619.,.00,.619,.00
269,9,26,1994,8,8,hru08           ,615.,.00,.603,1.76
269,9,26,1994,9,9,hru09           ,719.,.00,.703,2.19
269,9,26,1994,10,10,hru10           ,414.,.00,.414,1.18
269,9,26,1994,11,11,hru11           ,79.8,.00,.769E-01,.228
269,9,26,1994,12,12,hru12           ,132.,.00,.131,.378
269,9,26,1994,13,13,hru13           ,35.1,.00,.349E-01,.107
270,9,27,1994,1,1,hru01           ,.186E+04,.00,1.85,5.31
270,9,27,1994,2,2,hru02           ,.215E+04,.00,2.15,.00
270,9,27,1994,3,3,hru03           ,968.,.00,.968,.00
270,9,27,1994,4,4,hru04           ,905.,.00,.905,.00
270,9,27,1994,5,5,hru05           ,.209E+04,.00,2.05,6.37
270,9,27,1994,6,6,hru06           ,536.,.00,.535,1.63
270,9,27,1994,7,7,hru07           ,619.,.00,.619,.00
270,9,27,1994,8,8,hru08           ,615.,.00,.603,1.87
270,9,27,1994,9,9,hru09           ,719.,.00,.703,2.19
270,9,27,1994,10,10,hru10           ,414.,.00,.414,1.18
270,9,27,1994,11,11,hru11           ,79.8,.00,.769E-01,.228
270,9,27,1994,12,12,hru12           ,132.,.00,.131,.378
270,9,27,1994,13,13,hru13           ,35.1,.00,.349E-01,.107
271,9,28,1994,1,1,hru01           ,.186E+04,.00,1.85,5.31
271,9,28,1994,2,2,hru02           ,.215E+04,.00,2.15,.00
271,9,28,1994,3,3,hru03           ,968.,.00,.968,.00
271,9,28,1994,4,4,hru04           ,905.,.00,.905,.00
271,9,28,1994,5,5,hru05           ,.209E+04,.00,2.05,5.99
271,9,28,1994,6,6,hru06           ,536.,.00,.535,1.53
271,9,28,1994,7,7,hru07           ,619.,.00,.619,.00
271,9,28,1994,8,8,hru08           ,615.,.00,.603,1.76
